rank,argument,topic
0.55925,"If you can't afford a lawyer, you're not going to get one even close to the level of the prosecution.",dp
0.5589999999999999,"First of all when a criminal did a crime, our government with judge and jury decide to send murderer to the prison.",dp
0.5346666667000001,But in many states the individual does chose the way they die.,dp
0.5585,"if i offer to pay your debt, do you still walk around worrying about how youre going to pay the debt?",dp
0.5579999999999999,"So therefore yes, Jesus was going against the law, the institution, the government, whatever you say that capitol punishment is justified for.",dp
0.5579999999999999,But what if the guilty person were later found innocent.,dp
0.45525,"If there is no reason to punish anyone to begin with, then why punish?",dp
0.557,"our schools are overcrowded, so i'm just going to force you to drop out and never have the opportunity to go to college.",dp
0.5563333333,"Someone's going to 'die by the sword'... With regards to the whole 'bleeding hearts' thing - this is true to some extent, but only on a conceptual level.",dp
0.556,its kind of hard to murder someone without any weapons.,dp
0.50575,So why cannot juvenile crimes which would otherwise be death penalty eligible be treated on a case-by-case basis?,dp
0.556,But think how many people would suddenly start confessing if they knew that doing so would save their lives,dp
0.5556666667,If they are of sound mind then there is probably very littel you could do to stop them killing themselves anyway - though there is the catch 22 of people who are sound of mind generally don't want to kill themselves.,dp
0.49166666670000003,"american, would Jesus take anyone's life?",dp
0.5529999999999999,Vengeance is exactly the right word.,dp
0.55275,"So, the cavaet is ""The death penalty is a deterrent in the USA TODAY!""",dp
0.7,"If his rights are violated then yes, the illegal evidence must be thrown out.",dp
0.5504,"But gang murders should be different, if someone is in jail for killing a gang member in a fight or something like that , it is murder but it isnt as open and as clear justice as it is if they shot a four year old in the head for being related to someone in an opposing gang.",dp
0.5336666667000001,"Some people break these laws, thereby commiting a crime.",dp
0.6609999999999999,"So, if you had to kill 1 person to save 2 people's lives...you wouldn't????",dp
0.5465,all the refrences you give from Jesus are his commands for our personal lives... he in no way meant for those to be the rules of government.,dp
0.54475,"If you don't allow court-appointed (and taxpayer paid) lawyers for these cases, it'll hardly go noticed.",dp
0.5444,"If they are just going to die there, then what is the difference?",dp
0.5434,"So you are for the death penalty if a prisoner kills or attempts escape, but the normal run-of-the-mill citizen murder should only get life imprisonment?",dp
0.54325,So do you think it would be fair to allow a mother to have the death penalty instead of her murderer son?,dp
0.5428,"So unless you believe that we should put everyone to death who has every hit anyone, then your argument is useless.",dp
0.542,"if YOU are forgiven, then YOU dont have the sin on you.",dp
0.5416666667,"You're entire argument revolves around the fact that ""Jesus was talking to us, not the government"".",dp
0.54075,Sounds good to take the cheaper option.,dp
0.5825,"But short of the death sentance, then yes, life without parole should be hard and no fun whatsoever, and I mean ever.",dp
0.539,"But you can rely on 'what if this person is innocent', keep them in prison for life.",dp
0.53825,"If we as a whole world want to prove that we have developed a lot over the years, why do what brutal barbarians and vikings did?",dp
0.6283333333,"If you were that person's parent, you will love them no matter what crimes have been committed.",dp
0.5379999999999999,so Jesus supported ALL of the punishments that were in the book of numbers and leviticus.,dp
0.5373333333,"if you believe in the sacrifice of jesus and repent, you have ""earned"" your happiness",dp
0.53725,"Like I said, when Jesus saved the adulterous woman he wasn't appealing to personal lives, he was going against the law of the day.",dp
0.5353333333,So that's the view of someone who lives by the words of Christ.,dp
0.5326,So are you saying that we are probably more sure about death penalty cases than we are about LWOP cases?,dp
0.5295,"so with all that I still don't really know if I in my heart, support the death penalty or I am just after revenge.",dp
0.5295,The major cost of capitol punishment trials are the appeals (I know some of you will bring this up).,dp
0.52925,"Here's the deal, I'll admit that the quote by Jesus does confuse me somewhat, but here's what I think, things did change, the compassion and mercy that are the New Testament are few and far between in the old.",dp
0.486,"So, there are less 'innocent' people on death row than compared to a general population prison.",dp
0.5286666667000001,"If not administered properly, the condemned could be paralyzed but not numb to pain.",dp
0.528,but sin IS handled as a substance that can be transferred.,dp
0.52625,If it accomplishes the goal it is meant to accomplish.,dp
0.526,"Sometimes, the loss of innocents is an inevitibility, like when an occupied city is being liberated.",dp
0.52425,"If it ain't broke, don't fix it.",dp
0.5235,So you mean you'd like to have public executions to deter other potential murderers that would pass by?,dp
0.5225,so how is a mother volunteering deathrow for the murder her son committed unjust?,dp
0.52175,First off all Idk if u have ever been in a life or death situation but Idk if u would be saying the same thing if u had and there is alote of killers behind bars still killing people on the our streets without even doing it them selves I don't think most of these people on this site know realty having more time in jail just makes u a better killer inside/ out execution stops some from acting on killing not everybody,dp
0.5216666667000001,"wjim, do you have any problems with the idea of capital punishment itself?",dp
0.5205,so they had to be killed,dp
0.5203333333,Some people think that a bloody death is uncivilized.,dp
0.5193333333,"So the new testament with, you know, the teachings of Jesus passed you by?",dp
0.517,"But if we don't even engage in such ideas and think about the possibilities of at least reducing the casualties, we really surrender.",dp
0.51525,So the appellate process works?,dp
0.515,Why isn't the death penalty constructive?,dp
0.515,Why don't you pick the plank out of your own eye before you start trying to pick the speck out of mine!,dp
0.515,if they we killed in a reasonable amount of time????????????,dp
0.5143333333,So it's 5 years + however long it requires to actually do the execution?,dp
0.51425,"There is no need to go on, read Exodus, Leviticus, Numbers, Dueteronomy.",dp
0.514,"So you favor vigilante justice, making you the judge, jury, and executioner of someone, all the while denying them their constitutional right to due process in our legal system?",dp
0.4243333333,But lets say the offender poked out both of someone's eyes?,dp
0.49775,"You speak of our sins being ""put to death"" on the cross...so these sins that we are supposed to show mercy towards only apply when someone is rude to us???",dp
0.49275,"So since the majority of Americans still support the use of capital punishment, I guess this would mean that mostAmericans do not feel that capital punishment is a childish act.",dp
0.4375,"If fetuses truly have souls, how is it that allowing them to have the best possible chance at a successful life not compassion?",dp
0.5125,"If someone stepped on your shoe, would you kill them?",dp
0.5115,"But, on average, the original case costs $2.2 more for capital punishments as opposed to life sentences.",dp
0.5112,So the death penalty now causes criminal organizations :p,dp
0.8320000000000001,"So until you start kicking men with crushed testicles out of your church, or taking all disrespectful children to the gates of your city and stoning them, don't continue to spew them as proof in an effort to justify your own ""personal"" opinions.",dp
0.5105,"First, I will point out to you that God judged Germany rather harshly the other governments are either 1) punishment for the people, and 2) awaiting their imminent demise.",dp
0.5085,"So, much of our disagreement was on the definition of what we labelled as vengeance.",dp
0.508125,"So, I'd guess that we don't need an example for better dehumanizing prisoners.",dp
0.507,But the point is that the system is arbitary.,dp
0.5025,Some think that Jesus started writting out the sins that the people there had commited and one by one they just left in shame.,dp
0.5565,So anyway they are all charged with murder.,dp
0.5003333333,So let me say it this way: Anything less would be uncivilized.,dp
0.5,"But, yeah the amniotic fluid is not 'inhaled' by the infant.",dp
0.4994,"Imagine how many lives would be saved if California State Police had 90,000,000 dollars extra to buy bullet proof vests, hire extra policemen, prolong investiations,etc. 4.",dp
0.49875,"So it works and is deserving of support when it involves others, but when it is you, you find yourself above the system and not bound by the laws that the rest of us go by?",dp
0.49666666670000004,Some of these are in fact for murder and some of those were for death sentences.,dp
0.455,But surely he was cut off from God from the moment he forgave the prostitute.,dp
0.4955,"If I didn't realize you were serious I would say the same to you when you call killing innocents ""collateral damage"".",dp
0.4955,why do conservative christians read and follow the words of paul more than the words of Christ?,dp
0.4945,"Some people assume the words ""put to death"" is always rooted in the same Hebrew word with one meaning (and meanings vary based on translations).",dp
0.4933333333,"So I admitted that I didn't quite know how to interpret Jesus quote on the Old Law, so now you admit that you don't quite understand it either, that you do (not viciously or even always purposefully) use Old Testament passages as the foundation of your argument and then ignore the rest because it somewhat hinders your case.",dp
0.491,I did that and I found nothing with cases that match that criteria.,dp
0.4905,"Some interesting fact twisting going on here: "" Of those 102 DPIC ""innocent"" cases, 24 have been identified by the DPIC as being from the state of Florida.",dp
0.4896,So you think the murder of a normal law abiding citizen deserves LESS of a punishment than the murder of a prisoner in prison?,dp
0.4893333333,But just because it is non-violent doesn't mean anything to me.,dp
0.488,"So VOR, do you think that Scott Peterson shouldn't be executed?",dp
0.48700000000000004,"So what about the majority of people, who don't see Jesus 'face to face' in this life?",dp
0.4851666667,"if all you've got is "" Hitler killed Jews in camps"" then my fucking 7 year old brother could come out with more.",dp
0.4835,"Just so you know Peach, the 167 death row inmates are now serving life in prison.",dp
0.4448,if i tell you to go rob a bank and your dumb ass does it...should i be considered a thief?,dp
0.60275,"Sound's pretty retributive to me, is that the kind of mentality that we should be having?",dp
0.60175,But why do you have to get rid of them by killing them.,dp
0.53,But does it indicate a desire for vengeance that I found his death in some way satisfying?,dp
0.4796,so does that mean we should all be executed?,dp
0.4795,"So you say that ""a person should be given a punishment equal to that of the crime"" What about if someone accidently runs someone over?",dp
0.4793333333,"Despite the constitutional requirement for representation, in some municipal and state courts almost every accused Georgian is processed without an attorney.",dp
0.4765,"But add the death penalty, and all of the sudden everyone is innocent and it's a gross miscarriage of justice.",dp
0.47600000000000003,Back up in Numbers and you'll find that if we touch a woman in her menstrual cycle that we are to sacrifice 2 doves and a lamb.,dp
0.47600000000000003,"but you are correct: the man was forgiven and free of sin at that point, with or without jesus' death",dp
0.47525,"So VOR, you would send a innocent man do die?",dp
0.591,So now we should execute criminals just incase future generations hire incompetent judges?,dp
0.4743333333,"He didn't say that if they killed you you should ""turn the other cheek"".",dp
0.47325,"""You have heard it said in the old law, ""An eye for an eye"", but I tell you, resist this evil and turn then the other cheek.""",dp
0.473,"But it was not because you did conviently choose to ignore the modifying, and vital part of the meaning.",dp
0.4698,"They have only reviewed 36 cases, and 3 for 36 is absolutely appalling.",dp
0.4686,"But again, how do you measure deterrence?",dp
0.3755,"If you poked both of my eyes out, you would still have two eyes.",dp
0.6920000000000001,"First, i'm curious to know why you call having sex ""indulging"", as I really don't see how sex has to do with ""indulging"".",dp
0.466,"18 Or if anyone has a wooden object in his hand that could kill, and he hits someone so that he dies, he is a murderer; the murderer shall be put to death.19 The avenger of blood shall put the murderer to death; when he meets him, he shall put him to death.",dp
0.465,"An eye for an eye.""",dp
0.4645,"You don't see something wrong in saying ""Ok God you've got 2 years to get something started in this person before we kill him.""",dp
0.4645,"First, if all forms of punishment are flawed, what is the most effective?",dp
0.46399999999999997,"Sorry, comparisons of attitudes that decry the death penalty while demanding the right to kill babies came up and it snowballed.",dp
0.462,"We can't take away a person's only hope when life is on the line, or this number will skyrocket even higher than it is.",dp
0.461,"but in recieving salvation you claim jesus as your savior and sacrifice, and acknowledge that his death eliminates your sin.",dp
0.461,"If however the slave lives for a few days, then the owner shall not be punished for the slave is his property.""",dp
0.46,"sarablaze, so we should just kill our prisoners because there might be a chance that we can get nuked?",dp
0.45975,"I think it'd be a good idea if we went back to the ""2 or more witnesses"" standard.",dp
0.573,if it was for punishment we would use the less humane one.,dp
0.457,But even those sources don't say he was guilty of violence against any persons.,dp
0.4565,"So given the light of how our society is based in regard to this issue, ... screw'em if they can't afford it ... I would have to say let them at least live with the same indignity I do.",dp
0.45575,"What is an ""undeniable proof of guilt""?",dp
0.45425,"so patriot, you value the words of paul more than Christ (the Son of God)???",dp
0.3643333333,But yet you clamor for death as 'the right thing to do' in other social circumstances without defining 'many purposes'.,dp
0.4525,"But we were to do it in such a way that nobody would be hurt, nobody would get killed.",dp
0.4523333333,"I don't know about the appeals... i just assumed everyone who appealed got another hearing, but of course that's nonsense.",dp
0.6605,"If you are looking for a way to kill someone, of course, you will find.",dp
0.4516666667,tell me if He would put somebody to death.,dp
0.45,"First of all Diogenes99, while I don't think too highly of you, I know you are smarter then VOR by a long shot.",dp
0.2315,"You keep spouting this XXXX about ""it only applies to personal lives"".",dp
0.44833333329999997,"First you admitted it was the people who did the killing, now you're saying that the people aren't a problem but instead their hardware is.",dp
0.447,"Ok, Now i have some questions for you people: what is death row for?",dp
0.44633333329999997,"He states that ""these authorities that exist have been instated under God.""",dp
0.44575,But you just said that we should lock such cases away since they don't have solid proof.,dp
0.4456666667,your problem is that you follow everything written in the bible except the words of Jesus.,dp
0.4975,If left alone it would die.,dp
0.44225,"But I say to you, do not resist him who is evil; but whoever slaps you on your right cheek, turn to him the other also.",dp
0.5893333332999999,So how could LWOP be cruel and unusual?,dp
0.44125,"Firstly, prove 'beyond all hope of rehabilitation'.",dp
0.44033333329999996,"So even using context there is the clear understanding that G-d meant to physically kill, and even makes distinctions between murder, execution and spiritual death.",dp
0.43799999999999994,"First off, the jury is comprised of 12 people.",dp
0.43675,But I think this cannot be any reason to establish death penalty!,dp
0.43566666670000004,"So literally it was death for a tooth, and not due to the Pharisee's manipulation of the law, but due to the fact that the followed it explicitly.",dp
0.435,"Mine however is from the mouth and actions of Jesus, your's is from man's innate and selfish need for vengeance.",dp
0.5666666667,"So, your solution of 'coddling' criminals simply doesn't work.",dp
0.4335,"So, was Jesus in favor of the death penalty?",dp
0.4335,We have some major flaws in our legal system.,dp
0.43233333329999996,"Well, it involved one who is guilty and confessed years later, and several who were completely innocent, but confessed and served many years.",dp
0.43200000000000005,So far all I've heard is Old Testament and Paul.,dp
0.431,But why this random system?,dp
0.4308,"You're deluding yourselves, man is born with an evil desire for vengeance and you're trying to justify it in scriptures.",dp
0.4863333333,"But isn't there an idea that sin cuts the individual off from God, and this is meant to happen on the Cross?",dp
0.4755,First of you don't know that someone committed a crime which is why our legal system is skewed so that it is more likely that people who are innocent will go free.,dp
0.429,"If you are on a merry go round, it doesn't come back to you, you go around on it.",dp
0.429,"But what is the definition of justice these days when the longer you can hold out the more pacifists have a chance of rating you under their standards; getting you put into an institution of some sort, for example?",dp
0.42466666670000003,"But decriminalization's a whole different topic......... *As a side note, however, that I can't resist: be aware that Halliburton has rec'vd yet another no-bid contract to build ""detention-camps"" for up to 3 Million individuals.",dp
0.424,"so he answered ""of course you are right about the law of moses.",dp
0.456,So should proven rapists have rights?,dp
0.42200000000000004,But he should have instituted forgiveness from the first.,dp
0.4215,"If they can't, kill 'em.",dp
0.5670000000000001,"If we are going to permanently remove someone from the planet, I am all for a penal colony on another planet emoticonXAngel just kidding (although who knows).",dp
0.419,"If it meant loosing my life to make sure that criminal never again raped another child, then yes I would gladly lay my life.",dp
0.4173333333,"But since they couldn't justify that action, they attempted to lock him up and throw away the key until the public outcry for his release became an international cause celeb.",dp
0.41725,"So if somebody detonated a chlorine-ammonia bomb in the ventilation system of an apartment building, you'd focus on the availability of the cleaning chemicals used?",dp
0.4166666667,"If you really think it is such a walk in the park, why not check yourself in?",dp
0.415,"If you do not know everybody's circumstances and everybody's emotional state etc, then making a statement like that is like saying ""well why didn't all of those holocaust victims just kill all the Nazis with their bare hands and escape?""",dp
0.4123333333,But these prisons are not full of murderers only.,dp
0.41225,"""So what if he said to ""turn the other cheek"".",dp
0.4112,"But your picking and choosing, you can't say that one Old Testament Law should be in effect today and then ignore the rest...so therefore...you following...unless you believe that we can't allow men with crushed testicles into church you can't run around using the ""eye for an eye"" or any of the other old laws.",dp
0.4106666667,Amazing how you simply took out the parts of the verse that didn't support your arguement.,dp
0.409,"If you insist upon labeling it vengeance, so be it.",dp
0.409,"So what if he said to ""turn the other cheek"".",dp
0.4064,"So, to incarcerate one, you have to let one out.",dp
0.405,"But without him, How would Hitler have condemned him at Dachau?",dp
0.4046666667,if they refuse to work and die from starvation...so be it.,dp
0.4016666667,"Some interesting statistics: Total number of people on death row Oct. 2006: 3,344 Total number of people executed in 2006: 53 Total number of people executed since 1976: 1065 Texas accounts for nearly half of all executions in the US each year.",dp
0.39799999999999996,But the fraction that is substracted is not negligible.,dp
0.3976666667,"But coming from the Italian Prisoners, It's probably nothing more than reverse psychology to lay guilt on the Politicians for better living conditions.",dp
0.5935,so you aqre telling me we are supposed to wate till that dumbass ends up ending takes kills or murders an abundant amount of lights before or even if God Smits him.,dp
0.391,"Some states like California that is true where the state provides huge resources and mandatory appeals, but other states are not like that, Pre-Ryan Illionis for example.",dp
0.3904,"Did he say ""If a man kills another man, give the murderer mercy""?",dp
0.3895,"Firstly, are you using the change over a single interval, in a single state, of a single nation, as evidence that the universal topic of the death penalty should be applied more regularly?",dp
0.3886666667,"But capital punishment is a system, not a lone act.",dp
0.3875,"first of, guys, since you want to only look at the new testament, I'll ask you to turn to Romans 13.",dp
0.3875,"Jesus came as an ultimate sacrifice so that our sins could be ""put to death"" on the cross so that we wouldn't have to make sacrifices, etc.",dp
0.3866666667,But whining and begging society not to judge her for her lack of forethought and selfishness move guilt from her to society for having an opinion of her actions.,dp
0.3855,So they don't count because at the time of their proven 'innocence' they weren't oon death row?,dp
0.38533333329999997,you take the words of moses more seriously than the words of Jesus Christ!!,dp
0.3816666667,"If you don't want to believe that this has happened in the past (and that it's all just something that has happened recently), then so be it...continue to put your head in the sand & see if I care.",dp
0.3816666667,"If the confinement did not include all the comforts of home, I might agree.",dp
0.3815,"So, I personally don't pay much heed in using financial issues in dealing with justice issues.",dp
0.38125,But we could also kill many innocent people.,dp
0.4245,if they lose privilages then wouldnt that mean they should just be killed?,dp
0.37866666670000004,"If r^2 were .2, 20% of the change in crime rate would have been predictable due to a certain factor.",dp
0.37625,"If He upheld the law, the meek and lowly Jesus would be portrayed as cruel.",dp
0.376,"Sorry, but the verse says ""servant"", not slave.",dp
0.374,"But Jesus is not owned by you, nor does he nevessarily mean a lot to you.",dp
0.373,"Read again: ""I tell you the truth, until heaven and earth disappear, NOT THE SMALLEST LETTER, NOT THE LEAST STROKE OF A PEN, will by any means disappear from the Law until everything is accomplished.""",dp
0.37266666670000004,"I agree with your point, but I think that the point I made above regarding DarKnight's post, combined with the points I will make below, outweigh your ""second chance"" statement.",dp
0.37266666670000004,"But don't be too upset, there was a time when I believed the judical system to always be correct.",dp
0.3725,So it's not safe to go to school because your teacher might kill you if you're late at turning in your homework?,dp
0.37200000000000005,"Sorry, Super Max prisons, where they keep terrorists and whatnot, not maximum security prisons.",dp
0.46425,"So again, this points to the fact that the appeals system is effective at preventing ""innocent"" people from being executed?",dp
0.35700000000000004,"If they had been in the united states, they would have been treated MUCH more humanely.",dp
0.36700000000000005,"Even if, yes, someone guilty has life in prison instead of death?",dp
0.364,"lets keep up the ""bad fight"" thistown:)",dp
0.364,If they don't care about the circumstances they are insane.,dp
0.361,but the scapegoat was only used for particular sins in a particular occassion.,dp
0.361,"If you would, Id like the verse too.",dp
0.3605,"So far, no pro death penalty posts here have given good reasons to use it.",dp
0.36,but it provides no evidence for the substantial spiritual realm either.,dp
0.36,First detective on the scene opened the door and had to hold himself up against the wall because of what he saw.,dp
0.3586666667,"So this substance 'sin' can only be passed into goats of a certain kind, although that kind is relative to other goats owned by the same person?",dp
0.3585,but only in countries in which capital punishment is legal ;) .,dp
0.3135,But that is one consideration when deciding a penalty for a conviction.,dp
0.3573333333,is that why we should execute people.,dp
0.3553333333,"The point is, I think the benefits outweigh the cost.",dp
0.355,"Some are, in essence, saying: 'It cost only $1 to toss a schmuck into jail, WHAT A BARGIN!",dp
0.3533333333,"If a child steals a cookie from the cookie jar and gets caught, the punishment might be to stand in the corner for a few minutes.",dp
0.364,But why would he confess in testimony?,dp
0.35100000000000003,if we did then wher would society be today?,dp
0.35,"I tell you the truth, until heaven and earth disappear, not the smallest letter, not the least stroke of a pen, will by any means disappear from the Law until everything is accomplished.""",dp
0.3456666667,If it was to be used the system in China would be best.,dp
0.332,"If Carlin's plan was adopted, perhaps the innocents would overcome the guilty and survive.",dp
0.34325,Some people are railroaded into prison usually due to local politics or poor investigations by the officers of the law.,dp
0.3425,So financially it is flawed.,dp
0.3416666667,"So if they continue to kill people, they'll kill inmates.",dp
0.4546666667,You apparently have no idea what mercy and love and forgiveness are.,dp
0.341,But there's DNA evidence now!!!,dp
0.33799999999999997,Jesus himself spoke in metaphor to teach.,dp
0.335,"- Calli Well your translation says servant, but that doesn't matter.",dp
0.33399999999999996,"If your actions are totally nonsensical, then you're nonsensical in the head, or so damn smart that you purposefully fool people into thinking that you're insane when you're not.",dp
0.5,Sorry but Dezbaksh is not a legal professional but a sociologists.,dp
0.3335,But you just said they should fry him.,dp
0.33075,"If not they would just put them down, like you would do for a rabid animal",dp
0.327,"But that is a minimum requirement, not an assessment of what constitutes ""undeniable proof"".",dp
0.32299999999999995,This isn't a matter of reform...it is a matter of perfection.,dp
0.32,If your loved one was in the store would that man have spared them?,dp
0.31933333329999997,So you're saying that Japan's well ordered society isn't peaceful in nature?,dp
0.3184,At least that one who's not guilty might now have a chance to be free.,dp
0.4035,"If we make it easier for victems to admit they were abused and help them get past it, I think we can reduce the rate of molestation.",dp
0.3175,Just another example of using a verse meant for personal use and applying it to wars.,dp
0.3155,"If this is what it comes down to, then that is a pretty miserable state of affairs.",dp
0.315,- Calli I don't even know where to start on this one.,dp
0.4405,"So, instead, we can listen to media pundits elaborate on the mysteries of why students execute large numbers of peers in America.",dp
0.276,"but you also have to remember that he was god himself, and being god he was still innocent and perfect, as well as all powerful.",dp
0.309,Some criminals even commit suicide?,dp
0.30866666670000004,"so he allowed himself to pay the penalty for sins he never commited (the death penalty), and... he died!",dp
0.3055,If you could explain to me how you define some of these especially number one as just killing.,dp
0.304,"So, what is the justification for killing him?",dp
0.299,Here you go thistown: Deuteronomy 23:1 Mutilation was common among the heathen.,dp
0.2946666667,So in my worldveiw the chances of escape are basically nonexistant.,dp
0.2923333333,"If they did, most would realize it was a stupid reason to kill anyway.",dp
0.2908,But he did not fight against the romans when they were putting him to death.,dp
0.29,"His name is Paul, and he is not God, he is not Jesus Christ.",dp
0.29,"If my husband abused me, I'd cut his fucking balls off.",dp
0.287,Your questions caused me to remember some relevant passages of Scripture: Numbers chapter 35 and Exodus 21:12-14.,dp
0.2855,"So the people who can quit go along their way, and the people that cant have an emergency safety net.",dp
0.2846666667,But that does not mean it is a deterrent.,dp
0.3406666667,"If this man had been given LWOP, nobody on here would even know his name.",dp
0.28125,Not the love and mercy and forgiveness that a man named Jesus Christ lived and died for.,dp
0.27925,"If true, where is the independent, objective study which removes all doubt in 21-32 cases?",dp
0.276,"He didn't say when some was ""rude"" to you to turn the other cheek.",dp
0.2745,"Pastors and Ministers come and talk to them and ask them if they want God's forgiveness.""",dp
0.27399999999999997,"i can't give an actual example, but i saw a movie where they interrigated a guy untill he confessed.",dp
0.272,But who can kill the sinner?,dp
0.26925,The avenger of blood shall put the murderer to death when he meets him.,dp
0.2665,"If death eliminates sins, why couldn't the whole world's sins be put on a goat?",dp
0.2653333333,"But you are a Christian, and should follow the words of Christ.",dp
0.264,"So, in that post #160, you gave the following reasons for punishment:",dp
0.263,"But you say, 'If any one tells his father or his mother, What you would have gained from me is given to God, he need not honor his father.'",dp
0.261,If you don't believe it just ask them...........,dp
0.2606666667,"If you don't, it makes it harder to fix and it creates more of a mess.",dp
0.259,"Cool Hand Dave, I believe that God did say that, no matter if it was in the code of Hammurabi ""first.""",dp
0.2568,"If you ask me, this is the part where my side of the debate gets rather heartless, but with a cause.",dp
0.2565,"If you are on a merry go round, and standing still, you still will not have it come back to you.",dp
0.255,"according to Christ, we have all committed adultry when we look at someone lustfully.",dp
0.254,If we cannot remove the death penalty yes.,dp
0.24925,"But then, you have no objection to our society becoming barbaric.",dp
0.24925,If someone broke into my house and threatened to hurt or kill my family I would tend to believe them.,dp
0.249,"Oh Lord, I almost don't even want to bring this deadlock back to life.",dp
0.2466666667,So would it cut down costs.,dp
0.24600000000000002,"Yeah, but then when you put them in the coffin their head is sort of off center..., you know?",dp
0.245,I don't know if there is any alterior reasoning for death row other than the segregation and increased surveillance of people condemned to die.,dp
0.2425,But they refuse to recognise that pro DP'ers debate because of their kind hearts.,dp
0.2415,But because of the bad lawyer and probably also because of the judge he got life in prison.,dp
0.24133333329999998,"If they went to Afghanistan to kill some high up member of Al-Qaeda, but they were killed outside their houses, would they be happy?",dp
0.23800000000000002,Something is moot because VOR finds it hard to understand?,dp
0.23800000000000002,Guess what happens when people are in prison(or on death row)?,dp
0.237,So anything short of 100% perfection is absolutely unacceptable?,dp
0.235,"But Jesus stooped down, and wrote on the ground with his finger.",dp
0.23199999999999998,"If the cost of Forgiveness 2000 makes a statement, IMO that will be an accepted measure of forgiveness.",dp
0.2205,those punishments do not apply anymore.,dp
0.2104,But there is a reason -- justice.,dp
0.20766666670000003,"If they indulge in that act without regard to the possibility of harm to that baby, they are guilty of self indulgence and selfishness.",dp
0.20233333329999997,"Not specific cases matching your criteria (I don't keep a database of death penalty cases), but it is not hard to find them.",dp
0.20733333329999998,"But, the hypocratic oath prevents someone from acting upon the 1st.",dp
0.2,but why would you care if they murder their inmates?,dp
0.1985,"If they've seen all they need (the jury, that is) to make a call, I think it will be 2 counts 2nd degree at the most.",dp
0.195,"If I remember correctly, Jesus brought with him new teachings that overrode the Exodus rules.",dp
0.19399999999999998,"In the personal life of a Christian, we turn the other cheek.",dp
0.191,"If this is true, why doesn't God get rid of it?",dp
0.18966666670000001,If you want more proof open your bible and read 2 pages of the Old Testament to find it.,dp
0.18600000000000003,"Jesus said: Matthew 5:17-18 ""Do not think that I have come to abolish the Law or the Prophets; I have not come to abolish them but to fulfill them.",dp
0.1836666667,"If you want to punish them and make them suffer, why are you handing them that privillage?",dp
0.1815,So of course I had to come to terms as I got older if it were a revenge feeling.,dp
0.17800000000000002,"But, get some expensive advice so you know how to make it appear it doesn't fit...and razzle dazzel.",dp
0.14425,but as calligirl said in page 1 or 2... if you take one you should be prepared to give one.,dp
0.175,"Question for patriot, what about prisoners who harm or murder other prisoners, how good was the security with that?",dp
0.168,But Jesus saved her.,dp
0.1676666667,"But it is the judges that decide the punishment based on laws written by legislators, the jurors simply decide whether the person is guilty or not.",dp
0.1593333333,"Of course, throughout this process, the convicted person is sitting in jail anyways.",dp
0.156,"If they have a heart attack, we'll slap some defibrillators on 'em and zap 'em back to life.....so we can watch that life slowly eaten away.",dp
0.138,"Ok I don't know where to start Calli, you're just being ridiculously close-minded and ignorant.",dp
0.133,"So, you're denying that the object you now refer to as a cellular watersack would become a baby if not scrapped away?",dp
0.132,"Read the whole verse, not just part of it.",dp
0.132,"If there have been ""many"" cases why can't you just link me to 3?",dp
0.1305,you mean the courts decide who gets to appeal and who doesn't?!,dp
0.1303333333,"""Read the whole verse, not just part of it.",dp
0.125,"Firstly, the link you sent me is composed of summaries and inorder for me to make a judgment or a criticism, i have to examine the entire content.",dp
0.1236666667,"If you have a water pipe break, you shut off the water until it is fixed.",dp
0.12,- Calli He was going against the law as much as one can.,dp
0.11900000000000001,That 90 million would probably get cut from their budget so Davis can fix his gigantic deficit.,dp
0.1136666667,"It was these men's ""duty"" under Roman law to put this woman away.",dp
0.111,But Jesus doesn't ask the woman to acknowledge him or even the act.,dp
0.1093333333,but where are you going to find someone so heartless to do that to someone.,dp
0.081,So I went with the eye rolls.,dp
0.081,If I cannot find the R^2 value in the article I can calculate it myself.,dp
0.07625,Im saying that if they are in jail for say....murdering someone.,dp
0.07200000000000001,"Sorry, I don't understand how this addresses the point about justice being individual specific.",dp
0.065,Pastors and Ministers come and talk to them and ask them if they want God's forgiveness.,dp
0.05,"I don't make that judgment, the judicial system does.",dp
0.040999999999999995,But stay on track and deal with murderers.,dp
0.0345,"But as that's not likely to occur, we fix what we can.",dp
0.0315,"I agree with peach, and calli!",dp
0.0275,But...we aren't going to kill you.,dp
0.017,"But no, Gman gives the ""you got caught"" fallacy and ops out.",dp
0.012,So the forgiveness didn't require the crucifixion?,dp
0.0,If I wanted to I could put a little effort into this and completely destroy you.,dp
0.0,"But you knew that, and you also know it was just your try to add more heat than light to the debate.",dp
0.0,Read to the very end of the verse.,dp
0.0,"Yeah, it's called ""adultery"".",dp
0.0,"If not, then send me me your money and you live happily ever after.",dp
0.0,Read the entire verse and don't edit out parts of it.,dp
1.0,But yes I reject the way speculations presented as facts by the evolutionary establishment.,evo
1.0,So I believe in evolution.,evo
1.0,First a prediction is made from an hypothesis of some observation that must be true if the hypothesis is correct.,evo
1.0,Natural selection occures frequently.,evo
0.9906666667,"If you want real evidence for the theory of evolution, you need to look at the fossil record for links between species.",evo
0.97125,We didn't evolve from apes.,evo
0.9756666667,My point was that Darwin's idea of gradualism-only for the evolutionary development of new characteristics has been shown to be wrong.,evo
