id,argument,label,set,topic
437,Students who are heavy social media users tend to have lower grades.,0.5,train,Social media brings more harm than good
438,Social media allows us to see the bigotry and ignorance of some parts of our society. This is a benefit as it is only in seeing out flaws that we may improve.,0.583333333,train,Social media brings more good than harm
439,"Social media creates a great opportunity to bring people together. However, it feels like now it is being used in more divisive ways.",0.583333333,train,Social media brings more good than harm
440,Athletes are adults who can make decisions for themselves and the state has no right to interfere.,0.7,train,We should legalize doping in sport
441,"Legalizing doping makes sports fairer. Right now when a few athletes dope they gain a huge advantage which makes sports unfair, but legalizing doping evens the playing field.",0.571428571,train,We should legalize doping in sport
442,"alternative energy sources also have externalities, such as the heating of water in hydroelectric systems, the destruction of natural habitats for the field required to produce solar energy etc. we might actually make climate change worse.",0.25,train,We should not ban fossil fuels
443,"The assumption is 'laws' are always good...what if the laws are controlled overwhelmingly by one political party, with views counter to yours ?",0.636363636,train,We should discourage information privacy laws
444,the internet is not a monopoly this gives a great variety to shopping for items online and allows small businesses to have a greater amount of recourse helping the vast amounts of the Internets population,0.166666667,train,Online shopping brings more good than harm
445,fossil fuels will eventualy run out leaving humanity with no other way to creat renewing power sources.,0.7142857140000001,train,We should ban fossil fuels
446,Social media can be used to inflame vast numbers of people that have no true understanding of an issue.,0.727272727,train,Social media brings more harm than good
447,Vegetarian supplements required to maintain healthy life are not accessible to people in developing regions,0.75,train,We should adopt vegetarianism
448,we lost the dataglobal MNC for various ways using the data it will be a diaster and threat to human life and humanity. As no ones how and who will use the data to hacker wish,0.642857143,train,We should support information privacy laws
449,"""Gambling"" is too loose of a term to ban anything. Does the ban apply to casino games only, or does it also apply to arcades, bingo, and/or video games?",0.5,train,Gambling should not be banned
450,Non professional athletes may over dope them self's in order to become better athletes.,0.4,train,We should ban doping in sport
451,"Social media has an incentive to create echo chambers, that diminish our ability to have fruitful and positive political and social discussions on important issues",0.6,train,Social media brings more harm than good
452,Privacy laws are making it impossible to do machine learning research. Researchers are now spending weeks to try to get approval for their work.,0.666666667,train,We should discourage information privacy laws
453,information held about an individual is sacrosanct and should never be available to a third party without explicit agreement from the subject.,0.7692307690000001,train,We should support information privacy laws
454,"Social media is over valued in the stock market, creating a substantial financial bubble which could hurt the economy when it bursts.",0.352941176,train,Social media brings more harm than good
455,"We probably will find ways to solve global worming in the future, harming people today in order to maybe help the people of the future is not legitimate.",0.8,train,We should not ban fossil fuels
456,"Unlike human driving, self-driving cars have endless potential for technological improvement that will make them more energy efficient, safer, and more comfortable.",0.7857142859999999,train,We should promote autonomous cars
457,"Much like the 'space race', the development of autonomous cars will produce technology that can be applied to universally to solve other problems.",0.8,train,We should promote autonomous cars
458,Social Media allows to equally and exponencially distribute knowledge among the people in a non-costly and timeless way,0.5625,train,Social media brings more good than harm
459,"Social media is an important tool for citizens to battle oppressive regimes, it allows people to form groups and movements in a way that is hard for a dictator to monitor",0.7777777779999999,train,Social media brings more good than harm
460,"social media is an easy to use platform in which global connections that wouldn't have been made otherwise can easily form, thus making the world more globalized and less isolationist",1.0,train,Social media brings more good than harm
461,"Humans tend to break rules, intentionally or unintentionally. Autonomous cars will stick with the rules and will perform better on the road, leading to better order and efficiencies.",0.8,train,We should promote autonomous cars
462,"Gambling can be as addictive as some drugs. As those are banned, so should be gambling.",0.727272727,train,Gambling should be banned
463,"it won't be of any use, most kids nowadays can ellegaly download any game they want, so the ban won't even be effective",0.444444444,train,We should allow the sale of violent video games to minors
464,"Likely to spend more. In a physical shop you see the products and when you have too many in the cart, online there's only a little symbol to represent the product.",0.2,train,Online shopping brings more harm than good
465,Platforms such as Facebook MessengerKids; still has an unclear privacy policy. Such platforms unless regulated by Govt policies are bound to tend towards sharing user's data across platforms/orgs/service partners & finally compromising the objective.,0.0,train,Social media brings more harm than good
466,"Gambling is a game that present the hope for winning a (relatively) large amount of money, but usually require more money than you get, and so only appealing to the lower economical classes.",0.428571429,train,Gambling should be banned
467,"A lot of activities are far more dangerous than performance enhancing drugs and we don't ban those things, like bungee jumping or riding motorcycles.",0.272727273,train,We should legalize doping in sport
468,"As with all tools, intended potential and good may by corrupted by the user. As existing laws in the real world catch up with technology the intended good will dominate.",0.307692308,train,Social media brings more good than harm
469,"Because we connect to people we like, and by default are likely to share our own views, social media becomes an echo chamber, so we are only ever exposed to our own point of view",0.9,train,Social media brings more harm than good
470,Certain athletes are coerced by their team's leadership to take steroids and they should not be punished for this power asymmetry.,0.3,train,We should legalize doping in sport
471,"Violent games allow young kids exposure to violent acts that desensitize them which could also make for a less empathetic and accountable human. Also, why burden their developing brains with such violence?",0.5,train,We should ban the sale of violent video games to minors
472,"Hard to help those in need. A black market is likely to be formed, but now we won't know who the gamblers are, and won't be able to provide help to their suffering family.",0.285714286,train,Gambling should not be banned
473,road should be used by only autonomous cars in order to leverage machine-only rules,0.214285714,train,We should promote autonomous cars
474,"As development of network has been tremendous following quantum's entrance. But, same goes for hacking a system and to secure cars connection they require costly equipment hence, making it less commercial for everybody.",0.307692308,train,We should limit autonomous cars
475,"In the current scenario , people active in social media are not very clear of the pro and cons and how it affects their personal life.",0.375,train,Social media brings more harm than good
476,Children emulate the media they consume and so will be more violent if you don't ban them from violent video games.,0.75,train,We should ban the sale of violent video games to minors
477,"Social media allows people to connect with likeminded individuals from anywhere in the world. This gives people more fulfillment in their lives, and is especially important for minorities who suffer from varying degrees of oppression.",0.7857142859999999,train,Social media brings more good than harm
478,Online shopping has brought done the price of goods by eliminating the costs involved with brick and mortar stores and by introducing more competition to the market.,0.727272727,train,Online shopping brings more good than harm
479,"Social media is a place where fake news travels fast and usually stays long after it has been proven wrong, making people believe lies.",0.571428571,train,Social media brings more harm than good
480,"Autonomous cars allow us to be less distracted from the traffic and congested roads. Therefore, we should promote the development of autonomous cars.",1.0,train,We should promote autonomous cars
481,"Social media enables us to keep in contact with friends and family, even if just seeing photos and life updates.",0.8,train,Social media brings more good than harm
482,Minors had less time to build social morality and therefore cant tell good and bad and therfore might try raplicating things from the games,0.5,train,We should ban the sale of violent video games to minors
483,"if gamling will be banned people will still find illegal places to ban, which will get normative people involed with criminals",0.444444444,train,Gambling should not be banned
484,"We don't ban people from spending hundreds of dollars going to concerts, so why should we ban people from going to casinos.",0.5555555560000001,train,Gambling should not be banned
485,Online shopping shows the generic product not what it really is.,0.5,train,Online shopping brings more harm than good
486,"Social media allows for increased visibility of social issues, like #metoo",0.666666667,train,Social media brings more good than harm
487,"Legalized gambling eliminates the alternative of illegal gambling, which would inflict more harm to society.",0.545454545,train,Gambling should not be banned
488,"Doping is happening anyway, allowing Athletes to come forward reduces risks and gives them access to better healthcare",0.545454545,train,We should legalize doping in sport
489,"Technological progress is inevitable. We need ambitious goals, like developing autonomous cars, to inspire young people to pursue careers in technology so that our rate of progress can continue.",0.571428571,train,We should promote autonomous cars
490,Online shopping promotes the abuse of workers by creating a larger demand for mass production and the labor (but not the money) to fulfill that.,0.7222222220000001,train,Online shopping brings more harm than good
491,"With almost every industry going digital, It's utterly impossible to live without a privacy law. A stringent information privacy law will only pave way to more technological embrace. Technologies dealing in trust, like Blockchain will flourish.",0.625,train,We should support information privacy laws
492,"Social media creates manipulation channel due to location spoofing, impersonation, lack of dynamics in identification of source not to mention paid channels to distort reality, thousands of payed trolls. Without a better control results are catastrophic",0.583333333,train,Social media brings more harm than good
493,Privacy law will be a focus topic in the next few years as so many data about individuals is collected and this would lead to manipulations of them.,0.4,train,We should support information privacy laws
494,"Gamblers are addicted to the thrill of the game. Greater losses, leads gamblers to make reckless bets and take higher risks.",0.2,train,Gambling should be banned
495,Autonomous cars will minimize human distraction risks so we should keep working on developing them,0.636363636,train,We should promote autonomous cars
496,Social media accounts are not authenticated and anyone's identity can be faked and used to cause harm to a person's reputation,0.384615385,train,Social media brings more harm than good
497,"Though winning a large sum of money is possible, there is an even greater risk of the opposite.",0.461538462,train,Gambling should be banned
498,"often when one get addicted to gambling and lost a lot of his possesions it is not only him who ets hurt but his famliy and surroundings as well, thus gambling hurts the innocent",0.636363636,train,Gambling should be banned
499,"Vegetarian diets don't have enough iron, calcium, and other minerals, making people more prone to disease and injury.",0.5,train,We should abandon vegetarianism
500,"When people become vegetarians, they can't influence demand within the meat industry. Their efforts would be better spent pushing for more ethical treatment of animals.",0.636363636,train,We should adopt vegetarianism
501,"Social does not bring the full reality of lives...only an imbalanced view. You see the family happily gathered around a Xmas tree, not the 2 hour screaming, and yelling argument that preceded it.",0.6,train,Social media brings more harm than good
502,Autonomous cars will take away jobs which are really needed because there's no way to replace or retrain those people in the short term,0.923076923,train,We should limit autonomous cars
503,"Now,Social Media is a way to breach individual personal information and alarm for Country safety or it could be advertising intelligence & habits patterns. The breach goes beyond fingerprints and face recognition even. People must aware",0.3,train,Social media brings more harm than good
504,Adults should have the freedom to gamble if they enjoy themselves. It's a source of fun and enjoyment for people.,0.916666667,train,Gambling should not be banned
505,"help people with social anxiety to get friends and be more sociable, overcome their social anxiety",0.625,train,Social media brings more good than harm
506,It the right of the parents to choose what they will do about their children health,0.857142857,train,Flu vaccination should not be mandatory
507,Online shopping creates many jobs for people in remote places,0.7,train,Online shopping brings more good than harm
508,"Autonomous cars offer the mobility we crave with a persistent safety aspect to reduce the senseless deaths caused by impaired, distracted or tired drivers.",0.75,train,We should promote autonomous cars
509,"Autonomous vehicles can be designed to know their own limitations, whereas a study from NYU found that most human drivers rate their driving skills as above average.",0.727272727,train,We should promote autonomous cars
510,gambling often attracts tourism which result to more income,0.428571429,train,Gambling should not be banned
511,We should not legalize doping in sport because the long term effects of doping are not well understood and there could be serious harms to people's health.,1.0,train,We should ban doping in sport
512,"Social media es bad because now you cannot tell from a fakenews or a real news, so knowledge is getting difuse on this new environment.",0.5,train,Social media brings more harm than good
513,Software updates to Autonomous cars will have undesirable side effects on safety.,0.7333333329999999,train,We should limit autonomous cars
514,"Like many technologies, autonomous cars could have a very specific role in society: transport sight-challenged, disabled or elderly people. Develop autonomous cars to be used with a special license and use augmentative cars for everyone else.",0.666666667,train,We should promote autonomous cars
515,Large fossil fuel companies often displace indigenous communities when building new oil rigs or infrastructure.,0.666666667,train,We should ban fossil fuels
516,The increased demand for high skilled tech labor due to the number of social media companies empowers workers to demand better condition and better pay.,0.428571429,train,Social media brings more good than harm
517,"Social Media brings more good than harm based on what you are looking for and what level of information you are willing to share, example, they can centralize your trusted news source.",0.705882353,train,Social media brings more good than harm
518,"Individuals would likely neglect their animals or release them into the wild if they could no longer sell them because vegetarianism, where they would die of starvation, be eaten, or face an even crueler fate.",0.7,train,We should abandon vegetarianism
519,"Contrary to its name, social media can be insular and fosters indirect vs. direct communication, while also increasing personal data security risks.",0.75,train,Social media brings more harm than good
520,Social media becomes an echo chamber; new information I see repeats information I have and does not expand my horizons,0.5,train,Social media brings more harm than good
521,Flu vaccination should not be mandatory because individuals know their own preferences and interests better than experts or government officials.,0.7777777779999999,train,Flu vaccination should not be mandatory
522,"In order for one engage in social interactions, one must learn to understand and use both verbal and non-verbal communication. Non-verbal communication isn't transmitted through social media. Increasing use in social media damages people's social skills.",0.529411765,train,Social media brings more harm than good
523,"every system can be hacked, therefore autonomous cars expose us to security threats",0.75,train,We should limit autonomous cars
524,Its an easy and fast way to be updated on your in interest topics,0.423076923,train,Social media brings more good than harm
525,Vaccines save children and their parents time and money.,0.6,train,Flu vaccination should be mandatory
526,"If a company is not willing to openly say what they are going to do with my data, they shouldn't be allowed to do it.",0.7692307690000001,train,We should support information privacy laws
527,"Social media fosters comparison between the carefully digitally curated images of people's lives. These images often do not reflect the struggles of one's life and hence are not honest. Hence, the connections and interactions are shallow.",0.857142857,train,Social media brings more harm than good
528,legalizing the drugs will take people that sell it out of the crime cycle and in to the legale business that is also taxable.,0.75,train,We should legalize doping in sport
529,The safety of autonomous cars will be less of an issue as the infrastructure and technology evolve.,0.5,train,We should promote autonomous cars
530,"Various platforms have created an option to ""check-in""during disasters, allowing loved ones to know you're safe more easily and without using up a lot of bandwidth, which is very valuable in a crisis",1.0,train,Social media brings more good than harm
531,Violence is the easy way out.. and the games educate the kids on that... we need to impartially also teach kids how to smartly (with non-violence) tackle any scenario.,0.166666667,train,We should ban the sale of violent video games to minors
532,For people suffering from anxiety or depression viewing others apparently happy life on social media might make their condition worse.,0.75,train,Social media brings more harm than good
533,Social media can cause false news to be spread widely and very quickly possibly causing panic,1.0,train,Social media brings more harm than good
534,"Increased demand for healthcare increases wait times for all people, which blocks people from getting important healthcare.",0.5,train,Flu vaccination should not be mandatory
535,"Social media allows transfer of ideas, images, events, etc. at a much faster rate than that of traditional media (TV, radio, print news, etc.).",0.7333333329999999,train,Social media brings more good than harm
536,Social media is s sea full of opportunities for new creative professions also an interesting and flexible platform to express our views which empower us as well as keep us informed .,0.6,train,Social media brings more good than harm
537,"Sending people to vaccinate will make people see some doctor and have some interaction with medical professionals, means more awareness and probability for people to care for their health",0.142857143,train,Flu vaccination should be mandatory
538,"Business is a form of gambling as well as farming (usually more risky) - so no, gambling should not be banned.",0.384615385,train,Gambling should not be banned
539,"Privacy is a fundamental right for each and every human being and enshrined in privacy laws. Without this, who and what would you trust? It is about respect for each every living human being.",0.833333333,train,We should support information privacy laws
540,Social media removed people's right to privacy and allows that private events be posted publicly,0.5,train,Social media brings more harm than good
541,"I want to be mechanically in control of the car, to have three pedals on the floor, a real handbrake, six manual gears and a well engineered and balanced chassis.",0.230769231,train,We should limit autonomous cars
542,Studies show that 80% of human communication is non-verbal/written. How awful must our communication be if it only happens through Social Media? How disconnected must we be?,0.666666667,train,Social media brings more harm than good
543,Social media has a tendency in this mobile world to create distracted drivers.,0.5,train,Social media brings more harm than good
544,"People have turned to social media for their news, which had seen their news feeds respond with very similar points of view. It has skewed public discourse into group thinking. People don't question, the news story.",0.7142857140000001,train,Social media brings more harm than good
545,"Doping can include a variety of activities, including drinking beers in sports such as competitive shooting, making policies obtuse and difficult to follow.",0.3684210529999999,train,We should ban doping in sport
546,"Many minority groups have been historically harmed by medical institutions and so distrust the system, the government shouldn't be forcing these people into that system after being responsible for harm caused.",0.615384615,train,Flu vaccination should not be mandatory
547,Social media can entice people to waste time.,0.6,train,Social media brings more harm than good
548,"It's a waste of money. Gambling companies earn a lot, and it get's taxed. By banning it, a black market of people willing to bet will form, and the money it make's won't be taxed.",0.7,train,Gambling should not be banned
549,"Social media is the world in a platform. People love to talk,opine share,appreciate each other since time immemorial. Social media brings them closer, form groups, stay connected and enjoy togetherness in all inclusive manner.",0.642857143,train,Social media brings more good than harm
550,Fossil fuels are delicious and good for your health!,0.2,train,We should not ban fossil fuels
551,"Instead of broad bans, why shouldn't individuals parents make decisions for their own families only? Why should they get to decide for everybody else?",0.5,train,We should allow the sale of violent video games to minors
552,"Humans were born omnivores, so people should have the choice to do whatever they want and be able to eat meat.",0.5,train,We should abandon vegetarianism
553,Using autonomous cars at closed campuses will encourage the use of public transport.,0.666666667,train,We should promote autonomous cars
554,those games where proven to harm youngs minds - it has been in several occasions that youngs who played GTA started disrespecting officers and acting violenty,0.7,train,We should ban the sale of violent video games to minors
555,Social media is taking over our daily lives. We are forgetting how to be social in the truest sense of the word -- by simply having human interaction.,0.9,train,Social media brings more harm than good
556,"The more the privacy law the, more complication in achieving business objective and more complexity in tuning the business process with respect to the law",0.384615385,train,We should discourage information privacy laws
557,"Violent games should be supported by education, teaching right and wrong. Extreme violence should banned though.",0.545454545,train,We should ban the sale of violent video games to minors
558,"Social media can foster further division on topics that are polarizing. Opinions are often stated as facts, with no supporting evidence provided. Emotion kicks in and debates turn into rants.",0.8888888890000001,train,Social media brings more harm than good
559,the main feature that distinguishes games from other violent media is that gamers make decisions and are rewarded/punished accordingly. allowing minors to even consider extremely violent choices is wrong and should be banned.,0.444444444,train,We should ban the sale of violent video games to minors
560,"Best way of timepass. You will get stuffs from all around the world starting from jokes, news, update on your friends.",0.363636364,train,Social media brings more good than harm
561,"If precautions are made making sure people who participate know what they are doing (i.e adult, winning chances are shared in advance), it is their own choice and should have freedom to do so.",0.2,train,Gambling should not be banned
562,"who know's someone who knows someone thats committed suicide as a result of cyberbullying; how about know someone whose relationship was negatively impacted by social media; social media harms life and love, how is it beneficial?",0.416666667,train,Social media brings more harm than good
563,"Privacy is over-rated - the fact that people tend to post any moment of their lives on social media, is proof that people don't care about their privacy",0.5,train,We should discourage information privacy laws
564,People's information handling process and privacy should be clearly identified to protect everyone confidentiel data and have easy and clear options to share the information and authorize access.,0.571428571,train,We should support information privacy laws
565,"Social media creates unrealistic standards and expectations when it comes to physical appearance and fitness for tweens, teens, and young adults while their brains are still developing.",0.583333333,train,Social media brings more harm than good
566,The technologies that enable autonomous cars will dramatically save the number of lives killed every year - period!,0.461538462,train,We should promote autonomous cars
567,Gangs and crime organisations own a great share of the profits from gambling. This enables their criminal activity.,0.444444444,train,Gambling should be banned
568,"Because human drivers make mistakes too, autonomous driving by AI will eventually become better than human drivers.",0.545454545,train,We should promote autonomous cars
569,We need to give people to free will.,0.363636364,train,Gambling should not be banned
570,"Today we are too much dependent on fossil fuels and the share of clean energy is not high enough, so we can't ban it with no sufficient alternatives",0.6,train,We should not ban fossil fuels
571,Social Media created a platform to bring relatives closer and more connected.,0.454545455,train,Social media brings more good than harm
572,A government shouldn't interfere with how citizens spend their money,0.615384615,train,Gambling should not be banned
573,"7 million die every year from pollution, and its not including the animals, plants..the fossil gasses has huge influence on the pollution, and as we keep using the, every day there are more 20000 deads.",0.5555555560000001,train,We should ban fossil fuels
574,Some people cross boundaries in what they post and how often,0.444444444,train,Social media brings more harm than good
575,A lot of jobs would be taken away because a lot of factories depend on it.,0.666666667,train,We should not ban fossil fuels
576,"In a world where people work for 8 hours out of home and do large hours of conmute, online shopping is a good way to use their for more interesting things",0.666666667,train,Online shopping brings more good than harm
577,Social media allows me to find people with similar interests,0.6,train,Social media brings more good than harm
578,Social media is a great way to keep in touch with friends and family.,0.7333333329999999,train,Social media brings more good than harm
579,Local economies suffer due to the transfer of jobs to distribution centers.,0.8,train,Online shopping brings more harm than good
580,"Social media enables people to talk to friends and family and learn about their lives even when they are far away, thus helping people that feel lonely or are away from their loved ones",1.0,train,Social media brings more good than harm
581,Online shopping is better for the environment because it provides more options for refurbished products and allows average people to resell their items to others with a larger audience.,0.466666667,train,Online shopping brings more good than harm
582,Casinos offer employment for people in depressed communities.,0.545454545,train,Gambling should not be banned
583,We should ban gambling because it preys on people with addictions to make a few wealthy casino owners richer.,0.818181818,train,Gambling should be banned
584,"The government has an obligation to protect the population as a whole, not individuals, which means policies protecting public health are more important than protecting individual autonomy.",0.333333333,train,Flu vaccination should be mandatory
585,Violent Video Game will teach Children how to perform violent acts.,0.7,train,We should ban the sale of violent video games to minors
586,Autonomous cars will save thousands or even millions lives because they will drive far more safely than humans.,0.666666667,train,We should promote autonomous cars
587,"Online shopping is very important for people who need specialized products, that aren't offered in most stores. A market with online shopping can therefore accommodate the needs of more people.",0.583333333,train,Online shopping brings more good than harm
588,"Social media is a platform for speaking out against social injustice, oftentimes bearing witness to events in real-time. Platforms like Twitter galvanize large populations into action.",0.818181818,train,Social media brings more good than harm
589,Social Media has helped saved many lives by immediately connecting with support systems and reaching out for timely help,0.818181818,train,Social media brings more good than harm
590,Gambling is too often a loophole for (fiscal) fraud and even money laundring from crime.,0.75,train,Gambling should be banned
591,"People should have the right to do whatever they want with their money, even risking it, especially in gambling where they know that it is likely they will lose their money",1.0,train,Gambling should not be banned
592,Social media can be used by radical movements to spred their radical and hertfull notions.,0.5,train,Social media brings more harm than good
593,There is no higher value than privacy and that should be key for all companies,0.666666667,train,We should support information privacy laws
594,Corporations and small businesses use social media to benefit themselves and consumers.,0.909090909,train,Social media brings more good than harm
595,"Social media minimizes personal connection that direct communication provides, thereby we are not able to be empathetic about others leading to more harm than good.",0.545454545,train,Social media brings more harm than good
596,"Privacy info is one social and emotional value. When people share it with somebody, it means they have trusty relationship than others.",0.5,train,We should support information privacy laws
597,"There are no more secrets, every thing is known about each and every human being and its online and being manipulated without your consent or control. You cannot be identified, you do not exist.",0.230769231,train,We should support information privacy laws
598,Social media allows people to keep in touch with their loved ones who are far away from them.,1.0,train,Social media brings more good than harm
599,If you have done nothing wrong then you shouldn't be afraid of showing everything too every body.,0.153846154,train,We should discourage information privacy laws
600,We should not ban fossil fuels because the Earth is already past the point of no return for warming.,0.176470588,train,We should not ban fossil fuels
601,Social media gives those with aspirations for a position in government a near free polling device to see what positions and actions would shine them in the best light as a candidate.,0.3,train,Social media brings more good than harm
602,"because video games are addictive, they are affecting grades and learning in a bad way - and that means they are affecting the future of the children",0.857142857,train,We should ban the sale of violent video games to minors
603,Gambling provides a thrill and does not harm when done responsibly,0.461538462,train,Gambling should not be banned
604,"Violent video games reduce crime, because they keep teenagers off the streets.",0.4,train,We should allow the sale of violent video games to minors
605,"the playing of violent games by minors causes a reduction in empathy with injured, disabled or sick people because only the survivor win the credits.",0.846153846,train,We should ban the sale of violent video games to minors
606,Autonomous cars will cause many people to loose their jobs.,0.666666667,train,We should limit autonomous cars
607,it is a stage for people who don't Necessarily had a chance before to shine and showcase their tallent whrether its a swedish guy uploading videos on youtube or a talented foreign singer,0.4,train,Social media brings more good than harm
608,Gambling is frowned upon by some religions. Some even forbid it outright.,0.307692308,train,Gambling should be banned
609,its unethical to slaughter a living being that cannot speak for them selfs. more vegetarians means less slaughtering .,0.5,train,We should adopt vegetarianism
610,"People are buying more things online, and for each transaction the target state receives taxes via VAT or customs, so more money can be used for governmental projects",0.285714286,train,Online shopping brings more good than harm
611,"Fossil fuels contribute to global warming, which will cause the inevitable heat death of the universe.",0.8,train,We should ban fossil fuels
612,"Most people have a point of view and do not invest effort in obtaining diverse facts &amp; reasoning on the topic, nor apply their own reasoning.",0.4,train,Social media brings more harm than good
613,The truest measure of an athlete is their own native ability and character.,0.444444444,train,We should ban doping in sport
614,"Online shopping leads to over-shopping. The expression ""shop till you drop"" only holds when a person must actually walk around a store and hold bags. Online shopping takes no more energy than sitting in a chair.",0.5,train,Online shopping brings more harm than good
615,Some items on social media are not good for individual and also for society which are forwarded and sent to different age groups which are not appropriate.,0.416666667,train,Social media brings more harm than good
616,Gambling has caused more harm than any benefit,0.5555555560000001,train,Gambling should be banned
617,"Autonomous cars should be developed to provide immediate transportation access to people who would otherwise not have it, such as the elderly, infirm, disabled, children, etc.",0.7,train,We should promote autonomous cars
618,"Human being have evolved to be omnivores who eat both plants and meat, so it is both healthy and appropriate that we continue to behave in a way that is consistent with our evolution.",0.285714286,train,We should abandon vegetarianism
619,Online shopping makes it easier to compare prices and products helping people choose the best one for them.,0.7777777779999999,train,Online shopping brings more good than harm
620,"Autonomous cars may easily be hacked by attackers to behave in adverse ways, and hence manipulate it as a mass destruction tool.",0.8666666670000001,train,We should limit autonomous cars
621,Social media creates an expectation that you will always be available,0.4,train,Social media brings more harm than good
622,"Social media makes people withdraw from real, tangible social events.",0.727272727,train,Social media brings more harm than good
623,"Allowing doping practically means forcing doping, as the allowance of doping means that anyone that doesn't take the adherent drugs is to become none-competitive.",0.857142857,train,We should ban doping in sport
624,We should not adopt cryptocurrency because it would weaken state authority in their own territory at the expense of global corporations.,0.882352941,train,We should abandon cryptocurrency
625,Violent video games help expose and educate minors on the dangers and complexities of the real world so games should not be banned below age 18.,0.7,train,We should allow the sale of violent video games to minors
626,"Vegetarianism sends a message of compassion and care to other living beings, and would make them better more caring people.",0.7777777779999999,train,We should adopt vegetarianism
627,"Video games are not realistic, children don't have a problem of differentiating what's ok in the game and what's ok in the real world",0.7777777779999999,train,We should allow the sale of violent video games to minors
628,Climate change is a serious concern and measures need to be taken to limit dangerous emissions associated with fossil fuels.,1.0,train,We should ban fossil fuels
629,Development of autonomous cars has the ability to inform driver assist features ahead of fully autonomous cars being ready.,0.444444444,train,We should promote autonomous cars
630,The information spreaded is social media is rarely verified. Great part of the information shared via social media is misleading or simply false. People can’t tell what is true- fake news media.,0.6,train,Social media brings more harm than good
631,Every person has a right to privacy and the protection of their private data. Private data can be exploited to harm people.,0.833333333,train,We should support information privacy laws
632,These games are inherently racist because of the need to split between two fighting groups. This teaches the children bad values,0.285714286,train,We should ban the sale of violent video games to minors
633,Information privacy laws are important to us to protect our lives.,0.642857143,train,We should support information privacy laws
634,Social media is harmful to kids it lands them in trouble if not controlled with access,0.642857143,train,Social media brings more harm than good
635,Violent video games can contribute to violent behavior tendency in children.,0.5,train,We should ban the sale of violent video games to minors
636,The government should stop interfering with peoples life choices.,0.7,train,Gambling should not be banned
637,Social media opens doors to new communities that can lend people an increased sense of purpose.,0.428571429,train,Social media brings more good than harm
638,"The production of the electricity for the currently available alternative energies is still largely dependent on power plants, which are themselves dependent on fossil fuels. We are not ready.",0.461538462,train,We should not ban fossil fuels
639,"Social media makes public discourse much more violent and offensive, since people often allow themselves to use such language over such media, while they would never use it in oral communication.",0.705882353,train,Social media brings more harm than good
640,Fossil fuel emissions contribute significantly to air pollution and therefore are a serious public health concern.,0.904761905,train,We should ban fossil fuels
641,Information can be sent in a short span of time.,0.5,train,Social media brings more good than harm
642,There are more arguments on things that has happened and less on how to control or correct the upcoming instance or reduce the impact.,0.235294118,train,Social media brings more harm than good
643,Everyones privacy is greatly harmed by the access the internet provides and lack of responsibility and privacy standards and guidelines we hold businesses accountable for.,0.5,train,Social media brings more harm than good
644,"A gambler who is on a losing streak is likely to develop dependency on gambling because he must play another round so he can win his money back, clouding his judgment and free choice",0.454545455,train,Gambling should be banned
645,Social media provides a platform for bullying which can be more pernicious than traditional bullying because of the scope of visibility and participation.,0.8666666670000001,train,Social media brings more harm than good
646,"Social media is good for the economy, the sites have created a major industry and thousands of jobs.",0.9,train,Social media brings more good than harm
647,"Gambling causes addiction, and businesses have an incentive to have as many costumers return as often as possible; therefore, the industry is by nature actively addict people and make them lose control.",0.411764706,train,Gambling should be banned
648,Online shopping could actually help small business owners grow their business by giving them access to a wider network of potential customers than they could have in their local community alone.,0.6,train,Online shopping brings more good than harm
649,it creats more workplaces worldwide - and making less people unemployed,0.625,train,Social media brings more good than harm
650,Meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.,0.285714286,train,We should adopt vegetarianism
651,Social media can harm as no filter nor right to really eliminate the publication is posibble. Always connected and Omnipresent produce a high speed propagation of (mis)infomation that can destroy somenone,0.5,train,Social media brings more harm than good
652,adopting vegetarianism will result in realising all domesticated animal grown for the meet industry. the realising of the big amount of domesticated animals will hurt the wildlife balance.,0.272727273,train,We should abandon vegetarianism
653,"When all 21 million bitcoins are mined, the global bitcoin record-keeping system will collapse and people's investments in bitcoin would become unstable.",0.571428571,train,We should abandon cryptocurrency
654,Autonomous cars will leave taxi drivers without job,0.2666666669999999,train,We should limit autonomous cars
655,"It is unethical to collect data from individuals without their consent and / or without providing clear, easily understood intentions of use for that data.",0.875,train,We should support information privacy laws
656,"Online shopping does not bring more harm than good because it makes it easier to buy goods for friends or relatives who have a hard time shopping for themselves, like the elderly.",0.736842105,train,Online shopping brings more good than harm
657,"Banning gambling would only create an extensive and dangerous underground black market. It would make gambling more in demand, not less, and would breed an ecosystem where other vices and illegal activities thrive.",0.5,train,Gambling should not be banned
658,"Social media empower people, enhancing their ability to communicate one with another. Some people may abuse this ability, but generally it brings much more good than harm.",0.75,train,Social media brings more good than harm
659,"There is broad consensus among medical associations, pediatricians, parents, and researchers that violent video games increase aggressive behavior.",0.909090909,train,We should ban the sale of violent video games to minors
660,This especially harms minorities who find solace in gambling as a way out of their situation,0.5,train,Gambling should be banned
661,Athletes have a great influence on teenagers as role models. Legalizing dope sends a problematic message that encourage the use of drugs and alcohol.,0.5,train,We should ban doping in sport
662,Gambling allows for the possible laundering of illegal money.,0.818181818,train,Gambling should be banned
