id,argument,label,set,topic
1182,But he should have instituted forgiveness from the first.,0.422,train,dp
1183,"If we were to only abolish the penalites and regulations, and leave the benefits, that would amount to encouraging marriage, an idea I find just as despicable as discouraging it.",0.7761428571,train,gm
1184,"If you read the link that Tim provided to guncite.com, you'll see that they show how the previous government enacted those laws to control private militias.",0.53625,train,gc
1185,The fact is taht people tend to grow mroe conservative as they grow older.,0.44975,train,gm
1186,"i can't give an actual example, but i saw a movie where they interrigated a guy untill he confessed.",0.274,train,dp
1187,"Sorry, but the scientific evidence for evolution is as solid as the scientific evidence for any theory, and better than most.",0.8955,train,evo
1188,"But why not put him in a 6x6 cell, no tv, no outside contact, no magazines: just him and 4 walls, a meal a day and a grate in the floor for bodily needs.",0.8545,train,dp
1189,"If there are ""millions of Catholics"" who believe as you do, then I'd say they were the true examples of Cafeteria Catholics.....or maybe A la carte Catholics.",0.3705,train,gm
1190,The laws says you need a permit to carry.,0.818,train,gc
1191,"If you want to use the ""natural sex"" motiff, then all you heterosexuals out there that have sex in any other position but ""doggy style"" are having unnatural sex.",0.7966666667,train,gm
1192,"Sure, we all waste semen through oral sex, condoms, masturbation but that doesn't mean that the purpose of sex changes.",0.6445,train,gm
1193,Bacteria lack minds.,0.9505,train,evo
1194,So I would request that you give me an answer to my original question and I will ask another question.,0.252,train,gm
1195,"Some interesting fact twisting going on here: "" Of those 102 DPIC ""innocent"" cases, 24 have been identified by the DPIC as being from the state of Florida.",0.4905,train,dp
1196,First off gays are not part of a special interest group ok Archie?,0.3758,train,gm
1197,"Some support creation, some support evolution.",0.184,train,evo
1198,I don't want some murderer roaming the streets.,0.748,train,dp
1199,"If in truth, you do see the possibilty of arms being needed to overthrow a despotic government, then surely you must see the need to NOT usurp the rights of good and honest men, but to only infringe on those that break the law.",0.8841666667,train,gc
1200,some people who are not guilty but who found themselves behind bars might prefer to die than to suffer many years before justice will finally be served,0.76575,train,dp
1201,So are you saying that the various drug laws are a cause for protest?,0.3562,train,gc
1202,So you admit that I would be safer if you didn't have a gun.,0.5766666667,train,gc
1203,You need hi-jackers or it is not the same experiment.,0.28600000000000003,train,gc
1204,"So according to that line of reasoning, the defintion of marriage, ie the ""curriculum"", could change, but since the ""students"" are being held to the same standards, where's the degradation?",0.64375,train,gm
1205,"But the quality of our prisons are awful, and IMO, it would make far more sense to send most of these individuals to college instead.",0.6594285714,train,dp
1206,"I'll assume this is aimed at me, so a few points: 1) Go back to school, learn how to spell and what the word grammar means.",0.5215,train,gc
1207,"First of all let me say that I am all for gay marriage, and at first, this idea seemed appealing and kind of funny to me.",0.48475,train,gm
1208,This process is called natural selection.,0.197,train,evo
1209,But probabilities are a mathematical result of the gas expanding; they dont cause molecules to move from one bulb to the other.,0.49175,train,evo
1210,But what if a practice goes against the beliefs of most religions?,0.6447142857,train,gm
1211,"So, the only reason I can really see why people support the death penalty is to have simple vengeance against the perpretrator.",0.9162,train,dp
1212,So its basicly an argument against those who wants to ban weapons without changing the constitution?,0.5238333333,train,gc
1213,But it is important to realize that galactic evolution is not part of the theory of evolution and just because galaxies change implies nothing for biology.,0.90475,train,evo
1214,So what was the solution to this from the paranoid people?,0.1025,train,gc
1215,The rest of his speil is just to try to give a gloss of science to his ideology.,0.195,train,evo
1216,If you can grip a tree with a birds foot and climb it while your preadator can't would be a great advantage.,0.8433333332999999,train,evo
1217,First of all this thread was originally about creation/intelligent design and how they differ from each other.,0.792,train,evo
1218,If we killed more people that were guilty of their crime more people would not want to commit the crime because of the circumstances.,0.8036,train,dp
1219,Why is it that you refuse to address my points?,0.0715,train,gm
1220,But ive seen that happen way more than once.,0.231,train,gm
1221,"Sorry dude, these YEC's wasting their time isn't doing anything to undermine any real science going on.",0.5589999999999999,train,evo
1222,"First of all, there is absolutely nothing that keeps a legislature from acting in a way ""contrary to the spirit"" of the Constitution.",0.51,train,gm
1223,we have freedom of religion.,0.5744,train,gm
1224,"If you are on a merry go round, and standing still, you still will not have it come back to you.",0.2565,train,dp
1225,"But then again,... Marriage is not an absolute right either.",0.6961428570999999,train,gm
1226,So lets get this straight.... you are saying that because a researcher finds a 1.5% variation in decay rates according to the type of beryillium isotope tested that radiometric dates cannot be trusted?,0.6983333333,train,evo
1227,so it's more of a after-effect that gives a weapon WMD status?,0.71675,train,gc
1228,"First off, I didn't even talk about all of evolution, but rather a single aspect.",0.6175,train,evo
1229,"so do we trash the whole thing, or what?",0.0975,train,gc
1230,"If you heard a sound coming from your basement... ""that's just a pipe making noise"" VS ""omg there's a leprechaun in the basement!""",0.1765,train,gm
1231,"If the simplest solution is most often correct, then explain to me all of the complex solutions in this world, if not this Country alone?",0.4242,train,gm
1232,So the whole argument is just about semantics?,0.08800000000000001,train,gm
1233,But we can and must regulate behaviour.Therefore it should only be people who actively listen to her records who will be arrested.,0.67725,train,gm
1234,but evolution itself doesn't lean towards either side.,0.2963333333,train,evo
1235,First I would say this is only the start of incorporation.,0.35775,train,gc
1236,So where will you be moving to?,0.073,train,gm
1237,Something opponents of the death penalty don't seem to understand; not everybody sentenced to death has been falsely convicted.,0.8046,train,dp
1238,"so you sin, and yes the penalty of death is hanging over your head.",0.5725,train,dp
1239,"But if you have firearm, you can use it for self defense?",0.502,train,gc
1240,"If this was on Indian property, the Federal Gun Control Laws don't apply anyway.",0.484,train,gc
1241,so what they have desires for a person of the same sex...they are still people.,0.8588333333,train,gm
1242,"So much about complexity on earth has been discovered since Darwin, yet comparatively little more complexity has been discovered in all the dead rock planets all around us.",0.899,train,evo
1243,"So, you're saying that these things don't set Archaeopteryx apart from reptiles and birds?",0.0,train,evo
1244,"So with that information which you can look up for yourself if you dont believe me, I will ask the question again.",0.086,train,gm
1245,"according to Christ, we have all committed adultry when we look at someone lustfully.",0.255,train,dp
1246,"That is a meaningless, misleading, negative statement, akin to my saying ""the sequence of nucleotide bases within genes is not dictated by my grocery list.""",0.426,train,evo
1247,First of all we know creationists are very uneducated.,0.6729999999999999,train,evo
1248,"If the polling is flawed, as you say, how can we trust the numbers it produces?",0.3593333333,train,gm
1249,"But over time, he says, ""The country always ends up on the side of fairness, and I think they will here, too.""",0.3754,train,gm
1250,Gun laws that are no 100% effective or even down right poor are no concern to me.,0.6881428570999999,train,gc
1251,That she made a good argument?,0.073,train,gm
1252,"First off, you have no clue what a theory is.",0.82,train,evo
1253,"First of all, being homosexual has abso-f'n-lutely nothing to do with beastiality.",0.7991666667,train,gm
1254,"if you take the literal definitions of 'selection event', you could also have the definition i am giving.",0.4593333333,train,evo
1255,So gun hater pilot in your so called perfect world only the terrorist or dangerous criminals will have guns.,0.6683333333,train,gc
1256,ya patriot i dont understand that either i remember seeing on tv a guy who was sentanced back in the mid 80s and just now getting the needle is there a reason for this?,0.868,train,dp
1257,"Another argument is that a ""sawed off shotgun"" had no military purpose and therefore could not aid a ""well-regulated"" (Read capable) militia.",0.7438333333,train,gc
1258,"But conceded more than enough reason not to vote back in,at this point getting him out = damage control.emoticonXIdea",0.1003333333,train,gc
1259,"If science was the only source of knowledge, that would be true.",0.382,train,evo
1260,"First of all, same-sex marriage is new in the modern era.",0.5423333333,train,gm
1261,"First off, the minorty rights which are being run over are the rights of gays/lesbians to form lasting relationships and to have them recognized.",0.8220000000000001,train,gm
1262,Do you really think he needs your help?emoticonXDonno,0.34700000000000003,train,gm
1263,"Firstly, I never made 'offensive' synonymous with 'wicked'.",0.173,train,gc
1264,"Surely you don't believe that Cambodian, Nazi Germany, Iraqian, and Somalian Governments were instated by God and his servant in government.",0.6146666667,train,dp
1265,"That's a good thing, as there is no ""creation"" science.",0.578,train,evo
1266,"But because owning booze was made a crime, crime rates went up.",0.3806666667,train,gc
1267,First of all Canadians have lots of guns.,0.5415,train,gc
1268,Back up in Numbers and you'll find that if we touch a woman in her menstrual cycle that we are to sacrifice 2 doves and a lamb.,0.476,train,dp
1269,"Hi Matthew; When anyone tries to explain a teleological process by claiming that it is not a teleological process, he soon finds that he/she is forced to use teleological language abd verbal imagery, because using strictly mechanical/physical/chemical/materialist language simply does not work in a teleological context.",0.285,train,evo
1270,"In the first post in the thread, from Vitter's own statement, he refers to his ""sin"" and also to ""God"".",0.21,train,gm
1271,Some years ago there was an hypothesis that proposed jumps in species.,0.6659999999999999,train,evo
1272,"Well, it involved one who is guilty and confessed years later, and several who were completely innocent, but confessed and served many years.",0.4323333333,train,dp
1273,"Now UK allows replica guns in their country without the orange tip, if you ever heard of airsoft then you would know that UK is pretty big into it, now these guns are exact replicas, only difference is they shoot harmless plastic BBs.",0.6411666667,train,gc
1274,But it does seem to be pretty easy to get ahold of drugs.,0.4714,train,gc
1275,"But that's all survival of the fittest means, WW: the proliferation of the best adapted in competition with the less adapted - precisely the mechanism by which your 'colonial genotype', the distribution of alleles, changes.",0.7116666667,train,evo
1276,"First we'll disarm the honest public, then we'll have less to oppose criminal activity.",0.4996666667,train,gc
1277,Reading this thread I am horrified by anti-gunners logic.,0.779,train,gc
1278,But should that mean you just invent some interpretation because there is no real easily obtainable evidence.,0.252,train,gm
1279,"but the point is, she isn't asked if she accepts forgiveness, or told that she should acknowledge Christ is bearing her sins.",0.615,train,dp
1280,"But for the first 150 years of the nations existence it was assumed to be fundamental, or that the issue of whether it was fundamental or not came up, so we have 150+ years of case law assuming it was a fundamental right.",0.7655714286,train,gc
1281,The natural right from the act violating no rights.,0.465,train,gc
1282,"So then, IN THEORY, a married gay couple would constitute a family by your definition.",0.8435,train,gm
1283,"If that's the implication of that original post, then I will agree with you.",0.5,train,gm
1284,But you aren't arguing against the theory of evolution when you invent your own definitions (or accept them from your creationist master).,0.48525,train,evo
1285,Gun control advocates' argument against this quote is that Jefferson was a radical.,0.6711428571,train,gc
1286,"But when Hawking tells us about ""A Brief History of Time"" based on mere theories I become extremely dubious.",0.795,train,evo
1287,So they have had various gay roommates.,0.1956666667,train,gm
1288,So between 336 to 672 innocent people have staistically been excecuted since Gregg Vs Georgia took place.,0.7948,train,dp
1289,"This isn't ""hijacking"" the word marriage.",0.5820000000000001,train,gm
1290,"If that was the case, then books speaking about the history and highlighting the corruption of the 18th century would have never even been published in 2010.",0.8755,train,dp
1291,"If stealth is your game, a knife is a better bet.",0.64325,train,gc
1292,First the KKK and NRA.,0.1435,train,gc
1293,"If you want to do a literal reading of the constitution, neither way supports the collective rights theory.",0.616,train,gc
1294,If your lucky your government fades away like the UK.,0.458,train,gc
1295,"Some if not most were believers in the 'end time,' and for them, that end-time had come.",0.217,train,evo
1296,"So it appears insects evolve rather rapidly, your points are refuted by the experts, in the future rely on sources that don't lie to you.",0.71625,train,evo
1297,This is what I have been hearing; there is no evidence of deterrence.,0.7655,train,dp
1298,"Yeah, but we are a little short on ""meztizos with hardly any European blood in them"".",0.067,train,gc
1299,"If the bulk of gay rights people at the time had put their foot down early on regarding the pederasty issues among 'the faithful', this wouldn't be a skeleton in the closet today for your movement.",0.8055714286,train,gm
1300,"But it has a problem with being very sensitive to sample errors and it played right into Kellerman""s hands.",0.19175,train,gc
1301,But you expect everyone to believe your report?,0.063,train,gc
1302,"Ok I don't know where to start Calli, you're just being ridiculously close-minded and ignorant.",0.138,train,dp
1303,"So my answer, and apparently the way the majority of people see it, is to not allow ANY guns on planes (suprisingly: the way it is currently).",0.8178,train,gc
1304,"If there is no logical reason why I can't be accepted as a diplomat, I would say that is discrimination.",0.3665,train,gm
1305,"If you somehow managed to filter religious sentiments out of it, the whole issue would look completely different, if it would exist at all.",0.625,train,gm
1306,"First of all, your posted article is not evidence its an opinion peice.",0.28,train,gm
1307,"But hey, let's do what L*rch did earlier a) blame the Chinese b) blame Nat Geographic c) blame Montalban for raising this issue d) blame anyone but the scientists who made a mistake.",0.036000000000000004,train,evo
1308,"Firstly, boxcutters killed very few people.",0.4985,train,gc
1309,"First and foremost, Emmerson assumed the individual RKBA view and still did not declare the federal statute in question to be an unconstitutional infringement of the 2nd.",0.6948333333,train,gc
1310,"First of all, all notions of 'vitality' aside, we know that animate material is composed of exactly the same 'bits of stuff' (to use WW's terminology) as inamnimate material; protons, neutrons and electrons.",0.66925,train,evo
1311,That would be a nice confession if you could think and write.,0.5156666667,train,gc
1312,"First of all, no one is saying gay people have the same history as black slaves.",0.5256666667000001,train,gm
1313,"If a species adapts over thousands or millions of years to a particular environment, it is to be expected that it is fairly optimised for that environment, in some kind of relatively stable equilibrium, and any new mutations likely would have already been selected against, so it is only natural that over generations such mutations, if introduced, disappear.",0.6884,train,evo
1314,Iff gay marriages do not last any longer than christian marriages i see no real problem.,0.58075,train,gm
1315,But I don't know any woman that can best a man in physical combat.,0.6076666667,train,gc
1316,First Lady Hilary Clinton handled it like a champ.,0.281,train,gm
1317,"** Interesting word, ""to convert"".",0.0,train,evo
1318,"If the first birds were aggressive carnivores that attacked other aggressive dinosaurs, this may hold water.",0.5515,train,evo
1319,If we all died there is nothing that they could definitively prove physically who was gay and who wasn't.,0.494,train,gm
1320,But science doesn't do this.,0.03675,train,evo
1321,"Firstly, I live in Canada, so there is no death penalty here.",0.785,train,dp
1322,"First of all, if you want to make the analogy a comparison of the noise generated by a mechanical accident in a sound system with your ""Natural Selection"", go ahead.",0.53675,train,evo
1323,"First, when you break down firearms deaths as a percentage of overall population, they are negligible.",0.7929999999999999,train,gc
1324,"If it could be said for certain that a murderer, rapist, or a pedophile would get life without the possibility of parole then I might be more for that........The problem is that sentence has been given to murderers in the past and some liberal judge down the road has seen fit to release the perpetrator and allowed him to go out and murder and rape again.......... That is why I say execute them and you will not face the possibility of that happening.........",0.9206,train,dp
1325,This was a unique situation.,0.769,train,gc
1326,One side of the river is the one of the most violent places in the country.,0.483,train,gc
1327,BUT if you met me in the street and didn't know my sexual preferences you would like me.,0.5828,train,gm
1328,So you are arguing against marriage benefits.,0.55625,train,gm
1329,If their products injure people for those reasons then they should be sued.,0.613,train,gc
1330,"Mairrage is not God's blessing anymore, if you are even willing to combat that it ever was.",0.4675714286,train,gm
1331,"Despite Gansao's support for schools getting students adjusted for life as prisoners, I don't believe that they have any legitimate authority for deciding that a person's constitutional rights end the very instant they set foot on school property; especially when it comes to college campuses.",0.8142,train,gc
1332,You could just as easily die on your knees while I walk away.,0.3326,train,gc
1333,Science is used by atheists and the ACLU to try to destroy traditional U.S. values.,0.7825,train,evo
1334,"So you keep your Catholicism to yourself, and you never reveal it to anyone?",0.50025,train,gm
1335,"If an 18 year old can kill, and be aware that he's killing, and have enough malicious intent to want to do it again, why can't a 17 year old, or a 16 year old?",0.59325,train,dp
1336,"Yes, that's investigative police work, it's their job to handle paperwork and follow leads.",0.54725,train,gc
1337,"but you also have to remember that he was god himself, and being god he was still innocent and perfect, as well as all powerful.",0.276,train,dp
1338,Are you sure that where you live is drug-free?,0.237,train,gc
1339,"I would guess that a younger or better looking ""broad"" had much more to do with her husbands affair then the current state of moral decay.",0.5193333333,train,gm
1340,So let's say that XXXXXX off person is actually going to kill you.,0.29425,train,gc
1341,"sounds very much like the definition of acccept... accept:to recognize as true so I would say that evolutionists to ""believe"" in an idea for which there is no complete ""proof"" and therefore must have ""faith"" in a scientific sort of ""religion"".",0.8886666667,train,evo
1342,"I can't believe that you just said ""So what if Jesus said....?""",1.0,train,dp
1343,"First you're in favour of natural laws, then court-made laws.",0.36825,train,gc
1344,"Capitol punishment is not o.k., no matter how you try to justify it, and if you are using Jesus Christ as justification, then you are definitely never going to find that justification.",0.8812,train,dp
1345,If God was silently approving I doubt He would have have the the case of Lot and his daughters in the Bible.,0.7092857143000001,train,gm
1346,But you're the one who made the categorical statement... Berlinski doesn't believe in evolution.,0.775,train,evo
1347,"So far I haven't seen any hard evidence that homosexuals offer, on average, any advantages...other than maybe better fashion sense.",0.45025,train,gm
1348,So now gun haters since it may be illegal to own nukes.,0.44275,train,gc
1349,So there is no reported case of the below quote ever taking place?,0.069,train,gc
1350,I think it's fair.,0.23825,train,gc
1351,So... you believe that the death penalty is morally correct because influential people advocate it?,0.759,train,dp
1352,"But then, accepting Science and the Scientific Theory of Evolution is not the same as not having faith in God, your false witnessing none withstanding.",0.6729999999999999,train,evo
1353,"But the Fourteenth Amendments Due Process Clause, which speaks only to process, cannot imposethe type of substantive restraint on state legislation that the Court asserts.",0.6444,train,gc
1354,"Sorry, but it's an empirically determined FACT that mutational changes in genes cause heritable changes in phenotype, while epigenetic changes usually do not.",0.59925,train,evo
1355,"But as we have said, the conception of the militia at the time of the Second Amendment's ratification was the body of all citizens capable of military service, who would bring the sorts of lawful weapons that they possessed at home to militia duty.",0.9011666667,train,gc
1356,"But when the breeding always produces infertile offspring, then its an evolutionary dead-end.",0.7275,train,evo
1357,"But in SCOTUS use the 10th is (almost) always applied to issues of preserving state powers, while the 9th is absolutely always used to deal with issues of individual rights.",0.6296666667,train,gc
1358,I bet they're also glad that the vast majority of the rioters aren't blazing their guns.:) -Wez,0.4388,train,gc
1359,"Some of these genetic changes are direct change in genes through mutations (and a few other techniques occuring during cell divisions), and some are the change in their proportions in a population through Natural Selection.",0.3395,train,evo
1360,"If you are speaking of an ""eye for an eye"" type of justice where the purpose of that punishment is to get the emotional sattisfaction of seeing the criminal suffer, then that is indeed vengeance.",0.6464,train,dp
1361,"Here in Romans, we see that the sword is borne by the State to execute God's wrath upon the evil doers.",0.7705,train,dp
1362,But they started out as private citizens with access to guns.,0.6723333333,train,gc
1363,If were going to start playing the crime and statistics game.,0.25525,train,gc
1364,So the CDC's distinction of males having sex with males doesn't mean that they're gay?,0.4322,train,gm
1365,"First off, gays get AIDS much faster and easier than straight people.",0.7614285714,train,gm
1366,It is perfectly Constitutional for me to not have the same attitude as the police you encountered.,0.7104285714,train,gc
1367,So how will you make guns less available?,0.5724,train,gc
1368,"So in the future, we could possibly test the age theory more accurately (although the way our life would be prolonged would be quite artificial in my view and not really an accurate judge of it).",0.3403333333,train,evo
1369,Many black people feel they are superior to white people and vise versa.,0.5126666667,train,gm
1370,"So it is explained by evolution, but is not part of the definition of evolution?",0.3963333333,train,evo
1371,But evolution itself acknowledges the impossibility of spontaneously generated complexity!!!,0.73075,train,evo
1372,"If the public had a say, do you think Mass would have gay marriage?",0.4638,train,gm
1373,"First, while we reallly haven't gotten into it, there is a higher probability of a gay man dying young as a result of his lifestyle.",0.5392,train,gm
1374,"Yes, but it allows them to do it in their own way.",0.2064,train,gm
1375,"First off, what are you interpreting as ""Hatred""?",0.31125,train,gc
1376,So it is all a matter of degree to you.,0.2323333333,train,gm
1377,So now vitality shapes matter so that vitality can lead to living organisms.,0.524,train,evo
1378,If you ban guns crime rates will not decrease.,0.9315714286,train,gc
1379,Tom Diaz is a former member of the NRA so he knows the inside story.link to Tom Diaz's book,0.1285,train,gc
1380,So why are you actively trying to deny them rights?,0.6228,train,gm
1381,But he has in no way been racist just because you claim your entire race has a different values to him.,0.24225,train,gm
1382,The death penalty is hypocritical.,0.9268,train,dp
1383,But there is light at the end of this tunnel.,0.2826666667,train,gm
1384,"Yes, but S.E. 5as were vulnerable to that sort of thing due to the position of the fuel tank, their (comparatively) low speed and the fact they were primarily made of fabric.",0.6,train,gc
1385,"If anyone with a biology or biology-related degree is credentialed in ID, and 99.9+% of all scientists working in a biology-related field reject ID, then nearly all ""credentialed-in-ID"" scientists reject ID... It's cool to know that I'm ""credentialed in ID,"" though.",0.6753333333,train,evo
1386,"Sure, but if you assume that death is a harsher penalty than life, then this is clearly an unfair scheme, and makes confession outright suicidal.",0.6866,train,dp
1387,"But then, you have no objection to our society becoming barbaric.",0.24925,train,dp
1388,But that's not the point.,0.04,train,gm
1389,"If you are arguing for life in the galaxy based on statistics, show me your theory.",0.508,train,evo
1390,** Dumb mistake.,0.5760000000000001,train,evo
1391,"If you ask me, I would recommend something like 5-10 posts - probably 7.",0.091,train,gm
1392,"Bottom Line: Before the coming of Jesus Christ our sins were not accounted for, the sentence was to die, there was no forgiveness.",0.65575,train,dp
1393,"But surely providing you a detailed, many-page description is enough, is it not?",0.038,train,gm
1394,"Firstly, how is this relevant to what you quoted from me?",0.171,train,gc
1395,The law states that you and I both must marry a female in order to be legally married.,0.7006666667,train,gm
1396,First provide evidence that such membership certificates as you peremptorily demand actually existed.,0.3275,train,gc
1397,"But coming from the Italian Prisoners, It's probably nothing more than reverse psychology to lay guilt on the Politicians for better living conditions.",0.3976666667,train,dp
1398,"If you're so convinced that 'gun-control' works, then why don't you place a sign on your door or in your front yard that reads: ""DOING MY PART FOR GUN-CONTROL: THIS IS A GUN-FREE HOME!""",0.8474285714,train,gc
1399,"So how can allowing gays to marry discredit this so called ""traditional marriage"" any worse than what hetero's already have?",0.7256666667,train,gm
1400,"So you're saying evolution never enters politics, and Creationists never consider science?",0.63475,train,evo
1401,But I dont think the government should be telling people what to do with their bodies as long as they are not hurting others.,0.826,train,gm
1402,"But since all of these are science, they are also naturalistic.",0.3856666667,train,evo
1403,"Firstly: There was never any such thing as an ""assault weapon"" until the left made it up.",0.4438,train,gc
1404,But even Jewish creationists are rare.,0.7585,train,evo
1405,If I was next door you'd probably use your guns to force me out.,0.3816,train,gc
1406,Biologists have used game theory extensively to model how balances between cooperation and competition can be maintained in a genetic population.,0.9075,train,evo
1407,If this is happening all the time we'd see more mutations all the time.,0.60075,train,evo
1408,Something that happened thousands of years ago cannot be ovserved by science.,0.94,train,evo
1409,"If the victim's family is the one with a part of their life damaged, then they are the ones that should be given justice.",0.627,train,dp
1410,So people who accidentally kill themselves in a pool's lives are worth less?,0.3416666667,train,gc
1411,"Sure, wja, evolution doesn't mention God, but that doesn't mean God couldn't have created it.",0.6883333333,train,evo
1412,"First you assume that since I have liberal views on this subject, I agree with the actions of all other liberals, and second you assume that all other liberals commit the same actions.",0.6265,train,gc
1413,"If that standard says that truthfulness is good, then that's why truth is a good value.",0.5461666667,train,gm
1414,"Nothing could be further from the truth, and once again I find you blatant inclinations of pedophilia and their sick promoters to be compared or aligned with those of the gay community You do not have to accept anything of gay people.",0.908,train,gm
1415,"If you don't mind, could you just outline your paradigm please?",0.045,train,gm
1416,"First, marriage is not a Universal Human Right.",0.748,train,gm
1417,"I have little time or patience for people who repeatedly will criticize others for their possible solutions to such problems, but offer none of their own.",0.519,train,gc
1418,"But if that one doesn't wash for you, here's another argument against the deterent factor (and I must credit a bunch of wonderful schools debaters from a disadvantaged community in the third world for this): A. Executions in the modern 'civilised' world take place behind closed doors in a sealed room with sterile instruments and all the advantages of medical science.",0.899,train,dp
1419,So any agnostic or atheist source doesn't have a bias?,0.4755,train,gm
1420,"So you want to ""opress and control"" people who for whatever reason like to put thier cod piece into places you do not.",0.433,train,gc
1421,First you develop a substantiated hypothesis and ONLY then can you expect either public money OR to teach it to young minds.,0.5033333333,train,evo
1422,If the basic premise was shown to be correct in such a dramatic fashion then I think the theory of evolution would become widely accepted.,0.5046666667,train,evo
1423,"If it was concealed, and you did not take it out and wave it around, how would they even know you had it.",0.6674,train,gc
1424,But you just said they should fry him.,0.3335,train,dp
1425,"First off, how is it harmful?",0.30975,train,gm
1426,"{reprinted from this mornings ""Meet the Press"" on NBC} In this we see the division of ideals between John Paul II and Benedict XVI.",0.2493333333,train,gm
1427,"So the real question is, since your church teaches that evolution is wrong, and you believe what your church teaches, is there any evidence that could be presented that you would accept as convincing evidence for evolution?",0.825,train,evo
1428,"Oh Lord, I almost don't even want to bring this deadlock back to life.",0.249,train,dp
1429,"They could simply raise the price, or decide to take it off the market.",0.4270000000000001,train,gm
1430,"If this is your belief on the gun control issue,then we are on the same page.",0.4903333333,train,gc
1431,Perhaps it is the manner in which you say it.,0.256,train,gm
1432,So they get thier way with lawsuits.,0.085,train,gc
1433,"Our founding fathers, who believed that many guilty should go free lest one innocent person be convicted, also stated that to convict someone of treason (which used to be a capital offense), you needed either two witnesses or a confession.",0.80775,train,dp
1434,"If you say I'm X, and I say you're wrong, then you're wrong because I'm not X. I shouldn't have to explain that.""",0.821,train,dp
1435,What proof do you have that owning guns will prevent mass murder?,0.72,train,gc
1436,"I'm not going to make the case of heterosexuals or homosexuals being more promiscuous, I honestly don't know, I don't care, it doesn't really matter.",0.7636,train,gm
1437,That I have to subordinate my life because of their religious beliefs?,0.7112857143000001,train,gm
1438,"But the argument that goes something like, ""Your honor, I have so many guns laying around I can't be expected to know if or when any of them went missing"", sounds reasonable.",0.7535714286,train,gc
1439,But the use of the word evolution in reference to Darwins theory became so common that by the 6th edition of Origin even Darwin used it.,0.5973333332999999,train,evo
1440,Yes but it is a natural need.,0.4320000000000001,train,gm
1441,"First, there was no final cause that compelled the birds to adapt.",0.61,train,evo
1442,"If you get a life sentence, you shouldn't have any choices whatsoever.",0.779,train,dp
1443,So there's no point in trying to stop innocent people from being killed by the system.,0.64325,train,dp
1444,"First of all, I'm not assigning ""evil or wrong"" to anything.",0.6226666667,train,gm
1445,You're obviously not interested in addressing precisely what I was talking about.,0.021,train,gm
1446,so how is a mother volunteering deathrow for the murder her son committed unjust?,0.5225,train,dp
1447,But why are those regimes controlling guns?,0.3406666667,train,gc
1448,But can government completely ban private property?,0.5486666667,train,gc
1449,"If so, there should be no marriage, no monogamous long-term partnerships, and more violent competition.",0.7301666667,train,gm
1450,"BUt felons do not have full first amendment rights, there are a lot of rights that convicted felons forfeit, and this guy knows it.",0.46125,train,gc
1451,So you'd have no problem with me pointing SAWs and LAWs at your house?,0.18600000000000005,train,gc
1452,"If someone is constantly finding themselves in jail, chances are their sentences will get longer and longer, and one day they'll find themselves in jail for life.",0.8736666667,train,dp
1453,"Solitary confinement for life is not much better of a punishment than death, sometimes even worse.",0.7912,train,dp
1454,"So it seems that your claim is that Acanthostega, an evolutionary side branch, had to have existed in what became Greenland before some unknown creature could have existed in what became Australia could have made tracks.",0.588,train,evo
1455,So the fact that it is not legally recognized is the problem.,0.7170000000000001,train,gm
1456,"It's a thankless gig, but someone's got to do it.",0.168,train,gc
1457,Just think of the fun you'd have training her to be a civil lil muslim wifie poo.,0.20725,train,gc
1458,"If you're attacked, you're guilty if you fight back and cause either harm or fear to the person attacking you.",0.747,train,dp
1459,It's deeply ironic that you think we have to set science aside to learn about the 'real world' :) Of course it's obvious that there's a struggle for hearts and minds.,0.399,train,evo
1460,"First, you said that there were people using evolution to influence ""political decisions concerning purpose and morality.""",0.5660000000000001,train,evo
1461,"If true, where is the independent, objective study which removes all doubt in 21-32 cases?",0.27925,train,dp
1462,But it seems to me that Heller (at least in dicta) tried to justify bans on machine guns with the in common use rule they got from Miller.,0.5538,train,gc
1463,These are the reasons why homosexuality destroys civilizations.,0.6246666667,train,gm
1464,"So, basically, in order for us all to get along, we must accept perversions and murder?",0.5654,train,gm
1465,So you abide by the law of man over God then........,0.5886666667,train,gm
1466,"If you do not take ANY (martial arts, mace, a cell phone, what ever you like) means to protect yourself, then no one is protecting you.",0.69,train,gc
1467,Do they want to tell you what to eat everyday?,0.363,train,gc
1468,"If I was making the case that at least you and databeds understanding of the subject as a science is null, I think this sentence would pretty much cover the effort.",0.6815,train,evo
1469,"20 If anyone with malice aforethought shoves another or throws something at him intentionally so that he dies 21 or if in hostility he hits him with his fist so that he dies, that person shall be put to death; he is a murderer.",0.83525,train,dp
1470,"But the origin of the mutations hasn't changed, WW, only the effectiveness of the mechanism for correcting them.",0.5715,train,evo
1471,"But you said earlier that we had a chance to know Jesus face to face and thus confess, and it wasn't just guessing the right religion.",0.8190000000000001,train,dp
1472,"** That's ol' chuck for ya--title a book ""origins"", and then say nothing about them.",0.401,train,evo
1473,Nations that have more gun control than the US also have less gun deaths than the US.,0.8705,train,gc
1474,BUT their right to free association DOES.,0.37375,train,gc
1475,You notice something here though all these things don't make the gun illegal they are actions that are illegal.,0.6667142857,train,gc
1476,"So your theory is that the marsupials traveled from Australia to where Noahs ark was before the flood, then they all traveled back or were carried by humans.",0.6533333333,train,evo
