id,argument,label,set
430,"Gambling harm only the gambler himself, and he does so knowing the risks, and so we do not have the right to stop him from gambling.",1.0,train
431,Social media harms real life human relationships in which it creates a reality where people do not need to interact in real life and thus vital social skills are neglected.,0.8,train
432,There is no such thing as a free lunch and if using services the currency you pay in is your personal information,0.25,train
433,Development of autonomous cars requires a lot of investment and it's better be invested in other areas such as education,0.642857143,train
434,"Social Media provides a Global Platform where an individual person's voice or other content can quickly be heard, analyzed, amplified and discussed by Billions of people. This is a good thing !",0.625,train
435,"It enables redistribution of wealth through rich people buying from poorer areas instead of their local, richer, stores and manufacturers.",0.5555555560000001,train
436,"Sharing personal information is for specific purposes at the time I share that information. Further usage or sharing of that information in an ambiguous, unauthorised or misleading way mus be stopped &amp; protected by privacy laws",0.533333333,train
437,Casinos can foster crime in the city it is located in.,0.666666667,train
438,Social Media helps connect people with the content that is most relevant to them.,0.9090909090000001,train
439,"Social media primarily shows the posts of people that have similar opinions to you. The result is more eco-chambers, where people aren't aware of other opinions, and therefore a more polarized social discourse.",1.0,train
440,Excessive screen time and notifications of individual social media users can easily distract users from face-to-face interaction(s.),0.692307692,train
441,Trust is the fabric of our society & having information privacy laws helps secure our society.,0.5555555560000001,train
442,"People make rational choise. There are shows on the news about how hard it is to win, and they see for themselves that they fail week after week.",0.333333333,train
443,Don't drive - save lives - let the computer do that for you,0.3,train
444,Social media has given rise to a new age of digital con artists and scams parading as a good cause.,0.7,train
445,The sale of violent video games are already limited to minors. Perhaps we need more oversight on the ratings games receive but that's all.,0.4,train
446,"Social Media can be used to spread bad propaganda, fake news, that can have its ripple effect on society. Thus there should be strong regulations on wrong use of social media",0.642857143,train
447,"Social media is the new way to communicate with the world. It is not more harm than good, because Socia Media is the new future of the communication. In Internet doesn't exist the villages, only capitals.",0.5,train
448,"More testing is needed, but autonomous cars of future would not be distracted by a phone, take us to our destination when we are tired, sick, under an influence or are just a bad driver.",0.857142857,train
449,Criminals will not stop illegal gambling and enforcement will cost the taxpayers large sums of money draining the economy.,0.571428571,train
450,Social media enables global communication and activism towards good causes,0.9090909090000001,train
451,"When the ""book printing technology"" was invented, at first, it had a negative effect on society. How to deal with and draw value of this new technology, proved to be hard and required management and governance.",0.384615385,train
452,Social interactions existed before Facebook without many of the adverse effects it brought to the world.,0.46153846200000004,train
453,People should be free to choose what they want to do. You can't legislate morality.,0.583333333,train
454,gambling is good for the economy. it will help the government get more money by taxes.,0.625,train
455,"Optimism bias means that people do not make a genuine choice. It is much easier and more published to think that they'll win, when the chances are always against them.",0.375,train
456,Usage of autonomous cars for transportation does not exclude the possibility of driving manually for leisure if you enjoy the activity.,0.5,train
457,"We should not ban the sale of violent video games to minors because the definition of excessive violence is arbitrary and only reflects the values of the reviewer, not society as a whole.",1.0,train
458,"autonomous cars will largely reduce the amount of accidents on the road, because they will not be susceptible to problems that human drivers face like being tired or losing your concentration",0.75,train
459,Social networks help people discover what interests them and develop new ideas which create more pluralism,0.636363636,train
460,Gambling entices animal instincts in people who start behaving unpredictably and outside of the norm and the law,0.5555555560000001,train
461,Autonomous cars prevent people from being able to break laws like the speed limit in emergencies.,0.428571429,train
462,"Today, personal data in combination with social media outlets can be used to influence behavior, commercially and politically. This can do more harm than good, so strict information privacy laws are necessary.",0.9090909090000001,train
463,Violence is the easy way out.. and the games educate the kids on that... we need to impartially also teach kids how to smartly (with non-violence) tackle any scenario.,0.166666667,train
464,"When all the other kids play these violent video games it becomes cool, which will lead to the idea that being violent and roudy is cool, which will lead to more kids being violent together.",0.80952381,train
465,"Eating animals is very bad for the environment. Animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment.",0.571428571,train
466,Online shopping creates opportunities for fraud and e-commerce scam,0.818181818,train
467,Information privacy is a myth. The laws which seek to protect the vulnerable can not prevent the well incentivized from identifying loopholes and nefariously breaching those laws.,0.5555555560000001,train
468,"Violent video games are protected under free speech which minors should also be able to access, and are an important avenue for minors to self-express themselves.",0.375,train
469,fosile fule are the chepest thing that can help the developing word to get to the level of the developed world.,0.111111111,train
470,Banning fossil fuel will increase the price of renewable energies constructions,0.36842105299999994,train
471,"As featured in IEEE Spectrum (October 2018), communication between autonomous cars may significantly reduce urban driving times by allowing more efficient flow of traffic through intersections.",1.0,train
472,"online shopping creates a global marketplace where people can shop all around the world and find more products that suit their needs and likes, and not be limited to their local marketplace",0.625,train
473,Social media is a platform which allows an individual to be connected with friends and relatives thus making the world smaller. It allows one to market oneself and also allows to express opinions.,0.7333333329999999,train
474,Gambling is a metal disease that not only causes individual harm but also complete kills an entire family.,0.14285714300000002,train
475,Everyone who watches violent things ended up being violent himself and childhood is the time when we take inspiration from what we see and what we like.,0.25,train
476,Those with disabilities affecting their ability to drive would no longer have to rely on others or public transportation.,0.818181818,train
477,Testing autonomous cars on the roads creates public safety hazards risking peoples life.,0.222222222,train
478,The argument about gambling being addictive is superfluous as this is an issue of already existing mental health issues and not a construct of gambling as not everyone is addicted.,0.545454545,train
479,We don't have another effician energy source to replace it. And we have to have energy,0.36842105299999994,train
480,"The cost to society in keeping and monitoring privacy laws, is much larger than the cost to society of foregoing these laws altogether.",0.7142857140000001,train
481,Many casinos give a percentage of their revenue back to the community in which the reside in.,0.6,train
482,"Social media is very helpful to keep in touch with people, which was otherwise very difficult. We are able to send messages to specific groups of people and interact with them easily.",0.444444444,train
483,"Giving autonomy to cars is giving tools to enemies to exterminate us. If we understand society as a stability tending organism, any imbalance will provoke uncontrollable changes that will lead us to chaos and elimination.",0.6,train
484,A low bar of entry makes it easy to share information to a large group of audience.,0.333333333,train
485,Gambling can drain an individuals wealth and harm other areas of their life,0.636363636,train
486,"In 2011, a Google employee, Levandowski, was found to have modified the driverless carsâ€™ software so that he could take them on otherwise forbidden routes, which led to a crash.",0.736842105,train
487,People end up buying things they don't need when they can shop online.,0.5,train
488,Anybody entering the field is willing to accept injuries on both the short &amp; long terms to accomplish things while in their careers; the risks of doping are no different.,0.444444444,train
489,"If you can control what people type and say, you can control what they think. If you can control what people think, you have created a class of mental slaves.",0.5555555560000001,train
490,"In the U.S., gambling has provided significant income sources to Native American tribes and raised their standard of education and living.",0.5,train
491,"Autonomous cars will make independence possible for the elderly, and people with disabilities such as blindness.",0.7142857140000001,train
492,"Every human has a right to do anything to himself, since it's no danger to others and therefore the state has no right banning him from doing it.",0.454545455,train
493,Gambling is a voluntary activity that consenting adults of legal age should be able to choose whether or not to participate in.,0.7777777779999999,train
494,Sport is about human spirit and human capabilities. No chemicals should be involved.,0.545454545,train
495,Gambling should be banned because gambling parlors tend to lead to more crime and decreased investment in the surrounding area.,0.75,train
496,The fun from driving will be lost if the car is autonomous.,0.5,train
497,"Legalizing doping will send the message that performance enhancing drugs are good, which will seep into other fields like academics and encourage illegal drug use more broadly.",0.571428571,train
498,"being violent in a virtual world can be a form of anger release/managment, thus reducing violence in the real world",0.625,train
499,Doping is not illegal. The sports management controls what is allowed for the good of the sport,0.454545455,train
500,Violent video games help expose and educate minors on the dangers and complexities of the real world so games should not be banned below age 18.,0.7,train
501,"Social media has a very diverse group of people, you can find people who are going through the same things you are and gain support from people you can relate to.",0.7777777779999999,train
502,"It'll make sporting events less interesting because the differences between different players becomes less visible, fewer extreme records are going to be broken",0.428571429,train
503,"Being vegetarians makes it harder for people you eat with, since they have to accommodate your harsh preference.",0.26666666699999997,train
504,Military games train children to operate drones and other high tech weapons necessary for today's military.,0.166666667,train
505,Terrorists and hackers are using technology to harm society. Government agencies pro-actively monitor information to prevent them from achieving their purpose. Limitation on information sharing will prevent government from doing this effectively.,0.636363636,train
506,"We do not forbid anything that is addictive. Chocolate is addictive, even seeing series on Netflix is addictive, yet we let people decide on themselves.",0.375,train
507,"Fossil gasses support all necceseries factories which make our life with electricity and keep us warm at nights. Without those, huge amount of population will be effected, and thousabds for sure die",0.428571429,train
508,We should ban the sale of violent video games to minors because they crowd out other more beneficial forms of media for young people.,0.9,train
509,Social media creates an environment of complete distraction and interruption and distracts from progress toward meaningful education and self improvement.,0.933333333,train
510,"Autonomous vehicles are already safer and less costly than operator-controlled vehicles, and further development will make them even better, so there is no logical, scientific reason to halt progress.",0.818181818,train
511,Gambling is addictive and will result in losing your house.,0.6,train
512,"It allows for people to share what is transpiring in their immediate area (natural disasters, demonstrations, crimes in progress, etc.) with the world when the news media does not have access.",0.8888888890000001,train
513,People are wasting too much of their time on social media.,0.5,train
514,every activity to create more time for children in front of virtual instead of real life activities should be revisited critically,0.307692308,train
515,"Privacy remains one of the challenges of mankind, keeping in mind that this has ever since the invention of language been a major concern of two or more parties.",0.4166666670000001,train
516,"Agricultural crop fields also kill animals, so vegetarianism doesn't actually save animal life.",0.26666666699999997,train
517,"Social media leads to political echo chambers, resulting in poor political discourse and divisive politics",0.7,train
518,"Gambling is detrimental to the gambler. It causes a loss of financial stability in those who can least afford it, leads to addiction, and creates schisms within family.",0.636363636,train
519,"social media causes people more depression in life, because you are less connecting physically with prople",0.5555555560000001,train
520,"Those who support stopping the development of autonomous cars are fearful of the unknown; instead of stopping it, they should figure out what they're afraid of, and regulate the development to minimize that.",0.625,train
521,Privacy is important and must be protected by the government.,0.6875,train
522,"We should ban fossil fuels because their continued use will only make us more dependent on access to cheap, easy oil - e.g. car culture and urban sprawl.",0.75,train
523,Gambling presents a societal risk because people are easily addicted to it.,0.9090909090000001,train
524,"We should not adopt vegetarianism because it would undermine the traditional food culture, and food is an important part of people's connection to their family and community.",0.28571428600000004,train
525,"Any inventions comes devil. Up to the community to define and encourage the use. when wheel was invented, it helped sick have mobility without depending on others. Same wheel helped arrogant tribes expand their empire/bring bad.",0.4,train
526,"If banned, people will do it anyway. Gambling is fairly universal and to discourage it, tax it. Providing education and mental health support is the best way to live with it.",0.428571429,train
527,"Social media has the benefit of ""wisdom of the masses"", if there is anything you need to know, anything you want a different opinion on, you can get that from the wide platform provided by SM.",0.5555555560000001,train
528,"Gambling cause more harm then good, it sellls dreams to people and only cause them to lose money",0.75,train
529,Most a matures who aspire to be like the athletes they look up to don't have the supporting staff and facilities that help balance the negative effect of doping.,0.2,train
530,Cryptocurrency allows more transparency and security in banking because of the existence of a blockchain.,0.933333333,train
531,It will level the playing field among those who dope to enhance performance and those who don't dope out of fear of retribution.,0.428571429,train
532,"Fossil fuels require expensive and bulky transportation through trucks or pipes, other energy sources don't need any transportation (wind or sun) or comparatively little (biodiesel).",0.9,train
533,"Online shopping increases competition, because businesses now have to compete all around the world. This means better prices and services for consumers.",0.8,train
534,Saying we should ban gambling sounds like something someone would do after they lost a lot of money at it.,0.214285714,train
535,"The government has no right to ban gambling, since people should be able to decide for themselves if the dangers are worth it.",0.333333333,train
536,"violent video games contain explicit content, which hurts the sensibility of minors to them by making them used to it, therefore creating grown ups who are less sensitive",0.571428571,train
537,"Online stores have lower running costs, and their prices are lower as the result",0.7692307690000001,train
538,"Professional Athletes are likely to have a supervised doping regime, massively reducing risks",0.454545455,train
539,Social media saves postal and telecomms costs for example for birthday and christmas cards,0.4166666670000001,train
540,"Gambling is additive pleasure-satisfaction, which addition is most harmful to low income people.",0.538461538,train
541,"Reduces the display of fairness in sports of striping a drug abusing athlete from achievements in front of cameras, that reduces the value of fairness in society in general",0.14285714300000002,train
542,"Autonomous cars will brutally reduce the humansâ€™ autonomy, and incur excessive costs; instead, smart automatic driving support can overcome the same mistakes and inefficiencies, without compromising humansâ€™ autonomy, and at a fraction of the cost.",0.444444444,train
543,"Recent investigations have led Social Media organizations, to admit sharing among other organization social media user information without clear user permission(insufficient privacy laws), and this information used sometimes to misinform users",0.384615385,train
544,racism can rises up easily with social media. every person can exposed in an easy way to racism,0.333333333,train
545,"Social media provides a false of anonymity that causes people to make careless, unfiltered statements they often regret.",0.846153846,train
546,Many people enjoy gambling and do not become addicted to it,0.4,train
547,Social media has brought about information at our fingertips - helping us find the right contact via media such as LinkedIn,0.692307692,train
548,We should not legalize doping in sport because it would create an arms race where every top athlete had to dope as much as possible to remain competitive.,0.9,train
549,There is no evidence that vegetarianism is healthier than eating meat.,0.7,train
550,"We have seen real world examples where people lost their loved ones because of such kind of games, kids are quick learner and they learn violent easily by playing just a game",0.428571429,train
551,"If all human drivers are replaced by autonomous vehicles, there will no longer be a need for traffic lights and other traffic management systems which add significant overhead to all driving.",0.5555555560000001,train
552,"Social media promotes group think, as we tend to seek out like minded acquaintances, and ignore those whom with whom we disagree. This leads to the closing of the mind to new ideas.",0.9090909090000001,train
553,Cryptocurrency usage leads to easy manipulations of individuals within the market.,0.5555555560000001,train
554,The accessibility of online shopping leads to constant time wasting which hurts productivity.,0.7142857140000001,train
555,Technology that requires fossil fuel energy for operation are heavily poluting. Banning fossil fuels would oblige the creation of energy sources that would pollute less.,0.6,train
556,We should not ban fossil fuels because the Earth is already past the point of no return for warming.,0.176470588,train
557,It enables people to not waste valuable time by going to stores.,0.428571429,train
558,"A vegetarian diet is not only good for ones personal health, its also good for the economy. For example, last year in the United States, just five diet-related chronic diseases cost a staggering 1.2 trillion dollars",0.8,train
559,Social media can entice people to waste time.,0.6,train
560,Social media becomes an echo chamber; new information I see repeats information I have and does not expand my horizons,0.5,train
561,"Social media brings more good than harm because it is a powerful tool to fight social isolation, which is damaging to one's physical and mental well-being, especially for house-bound people.",0.7142857140000001,train
562,even if it will be used for good by athletes. it will make it abanded in socioty and pepole will miss use it becouse they are not in cntron by a doctor like athletes.,0.375,train
563,"People should have the right to do whatever they want with their money, even risking it, especially in gambling where they know that it is likely they will lose their money",1.0,train
564,"If you are against information privacy laws, then you should not object to having a publicly accessible microphone in your home that others can use to listen to your private conversations.",0.625,train
565,There are times when old acquaintances or distant relatives reconnect because they are both visible on a Social Media Platform. Sometimes these reconnections are meaningful.,0.444444444,train
566,Doping is no different than other performance-enhancing techniques being used in sports today,0.666666667,train
567,"Where laws are transparent and can be demonstrated for the common good, rather than the privileged few, they should be supported.",0.846153846,train
568,gambling is mostly a froud. it makes people addicted with the fancy lights and hotels but eventualy most people don't win anything and lose all their money.,0.318181818,train
569,It is bad for the local business and jobs in th communities.,0.46153846200000004,train
570,Social media make people live a life in wich real human contact is scarce.,0.727272727,train
571,"There are more games like pornography than movies, others selling or renting games that give minors the option of killing, crippling, dismembering or sexually assaulting. Violent electronic games can stimulate aggressive behavior.",0.545454545,train
572,People spend much more time on the internet than in real life.,0.666666667,train
573,It provides most of the individuals that gamble with a huge amount of happiness and the states responsibility is to maximize happiness throughout the population,0.333333333,train
574,I have 2 answers. If they are amateurs (College/Olympic) no.,0.1,train
575,it's convenient for buying ebook in original language.,0.071428571,train
576,Privacy should be treated as a basic necessity,0.75,train
577,"Violence either in gamer or tv/movies is a not the cause of the issue, it is the responsibility of parents to educate children",0.25,train
578,People will find a way to gamble even if it's banned; trying to ban it only pulls time and resources away from addressing bigger problems.,0.727272727,train
579,"Hate posts, inappropriate content, over indulgence to likes, etc. affects health and well being.",0.6,train
580,"If we will forbid gambling, people will go to gamble on the black market, Where most of the money goes to criminal organizations and sanctions on those who do not pay are much more serious.",0.7142857140000001,train
581,Online shopping puts small businesses out of business,0.916666667,train
582,Technology obfuscates the signals humans have evolved to show in interacting resulting in a lack of sensitivity in how we interact through social media,0.533333333,train
583,"Most meats are extremely unhealthy, A vegetarian diet is likely to make people consume more fruits, vegetables and dairy and will help them lead a more healthy life style.",0.833333333,train
584,"Online shopping is very important for people who need specialized products, that aren't offered in most stores. A market with online shopping can therefore accommodate the needs of more people.",0.583333333,train
585,We should legalize doping in sport because it is a victim-less crime.,0.4,train
586,"Media, companies and individuals repeatedly demonstrate that they will exploit freedoms for their own purposes rather than with regard to the consequences to others, thus privacy laws become an essential protection.",0.9,train
587,None of the social media have so for proven that can provide confidence to end users to protect their individual interest and personal data. this is a serious issue need to be addressed.,0.615384615,train
588,"Farmers justify destroying local habitats and species in order to protect their farm animals, which isn't needed for vegetarianism.",0.2,train
589,"When cannot afford losing, the urge to pay debts back may lead you to request the help of illegitimate factors such as the black market.",0.7,train
590,"Gambling create a mindset that prefer luck on skills, it will make gamblers life harder to get out of it. They have the habit to look the easy way",0.5555555560000001,train
591,This makes currency manipulation a much more serious threat to the global economy,0.333333333,train
592,"We should promote the correct usage of social media, rather than banning it or discontinuing it in any way. People should develop the brilliance to use any platform in a constructive way",0.384615385,train
593,"Social media if not properly controlled or regulated, anybody can post fake news and without people checking it could lead to a lot of issues.",0.727272727,train
594,"Likely to increase viewership and interest in sports, thus increase funding to organizations that often donate back to communities (Sports associations etc..)",0.25,train
595,Social media allows us to see the bigotry and ignorance of some parts of our society. This is a benefit as it is only in seeing out flaws that we may improve.,0.583333333,train
596,We should legalize doping in sport because adults can make an informed decision with a doctor's help about what is best for them and their body.,0.375,train
597,"Given the trend of censorship currently being put in place over all social medias, by all governments including democracies, yes it will bring more harm than good when this censorship becomes a full reality. Big Brother.",0.235294118,train
598,Gambling is often a gateway to other illegal activities; the rates of prostitution & drug use in Vegas proves that gambling never stands alone.,1.0,train
599,"Online shopping allows the traditional family shopper, the woman, to make purchases more quickly and thus dedicate more time to her own career.",0.5555555560000001,train
600,"There is no way to catch all the dopers, everyone knows it's happening, so make it legal.",0.333333333,train
601,Learning to drive a car is an important step in a young adults development. They gain respect and discipline and the importance of being a responsible adult. With autonomous cars this experience will be lost,0.6,train
602,"Social media does bring a more complicated set of scenarios in a country like India, where people blindly believe any false news or headline they read. Certain elements to cause riots and create separation in society.",0.615384615,train
603,Violent video games can desensitive minors to violence.,0.9,train
604,"For business promotions, social media is a better and cost effective platform.",0.6,train
605,Vegetarian supplements required to maintain healthy life are not accessible to people in developing regions,0.75,train
606,"Social media in its current and most prolific forms rewards users' negative traits, like attention seeking, and reduces their real-life interactions with other human beings.",0.625,train
607,"Every single day is a gamble of one kind or another. Education, resources, and options to allow people to make informed decisions would be better than banning altogether.",0.454545455,train
608,Allows populists to converse directly with citizens in vague slogans instead of actual policies and creates worse decisions overall,0.222222222,train
609,"A world without social media is simply unrealistic, so why not enjoy the advantages of it?",0.454545455,train
610,"People can buy without leaving their home, or even at work.",0.5555555560000001,train
611,Banning fossil fuels would bring down huge companies supporting lots of workers that would be sent home with no means to help their families,0.8,train
612,Information and data is a powerful tool to use in the hunt for criminal and/or terrorist activities.,0.8888888890000001,train
613,Everyone should be able to decide where to spend his/her own money.,0.6,train
614,"In the current scenario , people active in social media are not very clear of the pro and cons and how it affects their personal life.",0.375,train
615,"Though they are young, minors are still able to distinguish between fantasy and reality, and can understand that the actions they may take in a game are unacceptable in the real world.",0.666666667,train
616,"Autonomous cars, if regulated properly will have recordings of all events, which will allow allocating liability in case of accident.",0.7692307690000001,train
617,"video games are a huge revenue business in which talented minds are working on pushing technology forward, it would hurt progress to close down such an industry",0.41176470600000004,train
618,"Social media contributes to an inclusive society by exposing us to dreams and hopes of people we would never otherwise have peripheral intimacy. words, photos, emojis and responses are insights into complete strangers that open minds",0.5,train
619,Autonomous cars will reduce number of accidents since most accidents are due to a human error.,0.428571429,train
620,Bullying is easier on social media and there is no way for proper institutions to check it.,0.625,train
621,Social Media removes the body language and tone from positions and statements shifting more of the interpretation from the author to the reader.,0.5,train
622,Social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.,0.615384615,train
623,Social media is a means for anonymous bullying with no consequences.,0.9090909090000001,train
624,"Social media mostly shows the positive parts of others' lives, therefore making people feel miserable about their own lives",0.5,train
625,Children's brains are not developed enough to truly understand the consequences of their actions and introducing them to violence in the digital world is likely to encourage violence in the real world.,0.846153846,train
626,Online shopping gives people the flexibility to purchase what they want when they have both the need and time. They no longer have to wait for a store to open. They may purchase at their leisure.,0.6,train
627,Personal identification information is important prove identity. Therefore that information should be as secure as possible. Since significant portions of life is now being conducted on the internet there needs to be mechanisms so ensure privacy.,0.833333333,train
628,Online shopping provides a better costumer experience. Costumers can buy any product from anywhere,0.444444444,train
629,Social media facilitates jealousy and constant self-comparison to other people's profiles and lives.,0.625,train
630,"Studies have shown that violent video games can have a positive effect on kindness, civic engagement, and ""prosocial"" behaviors.",0.7777777779999999,train
631,"Gambling may promote alcoholism, due to the fact that many casinos offer free drinks while gambling.",0.727272727,train
632,"As ""the enemy knows the system"" (Shannon) privacy is the major challenge in the times of quantum computing at its applications to cryptography",0.4166666670000001,train
633,"Increasingly, companies are taking advantage of people by collecting data about them without their knowledge and consent and using it for their own profits.",0.6,train
634,The problems that autonomous cars claim to solve with accident amount and the environment can also be resolved by disabling phones while driving and developing car technology independently of autonomous car research.,0.444444444,train
635,"Gambling can be addictive and those who become addicted face severe financial and personal consequences such as bankruptcy, jail (from financial crimes as stealing or embezzlement to support the addiction), divorce and suicide.",1.0,train
636,"Eating meat causes more suffering to animals beyond being killed, since they are always grown in tough conditions. Vegetarianism avoids all that suffering.",0.5,train
637,"They normalize violence, causing minors to be more violent in person. Therefore their ban would reduce violence in our society",0.444444444,train
638,"Its a saying, little knowledge is more dangerous. People use Social Media with very little awareness about the impact it could have. The information shared could have worse impact than we thought.",0.642857143,train
639,Vegetarianism actively violates animal rights; since animal are conscious beings who experience pleasure and suffering it is unethical to eat them.,0.28571428600000004,train
640,This will give people a bad body image if they see ever-more muscular athletes,0.5,train
641,"We should not ban the sale of violent video games to minors because violence is only one part of objectionable content, so this law does not go far enough.",0.625,train
642,"Violent video games create an image of reality (real guns and weapons) that are a legitimate way to slove problems and end conflicts, these kids also start believing the only way to resolve issues is violence.",0.647058824,train
643,"Autonomous cars will enable car sharing when unused. This will mean much less cars will be needed, and so much less traffic, pollution, wasted space on parking spots and cost for consumers",0.6875,train
644,"If doping is legal, all athletes will be forced to do it in order to compete, otherwise they have to give up their dreams.",0.7142857140000001,train
645,Criminals can use social media to commit and promote crimes.,0.727272727,train
646,Driving a car by self has proven most of times beneficial for mental health and sense of happiness. The mere control of ride sets human into powerful position.,0.083333333,train
647,facebook is addicted and still people precious time.,0.35714285700000004,train
648,Self driving cars are not flexible enough to deal with complex driving conditions which require complex understanding of the surrounding world.,0.923076923,train
649,Though legal in some states the odds are typically against the gambler. Gambling's can be quite risky for some people with addictions.,0.615384615,train
650,Cryptocurrency provides people with an extra option for storing their money.,0.7777777779999999,train
651,The fluctuation of cryptocurrency value makes it harder for long term expenditure planning by people and businesses since it's harder to know how much your money will mean at a later date.,0.7142857140000001,train
652,My generation grew up playing variety of violent video games. There is no statistically identifiable increase in violent behavior compared to previous generations.,0.333333333,train
653,Use information posted on social media with a 'pinch' of salt. Validate the posting before further sharing it.,0.75,train
654,Social media makes people fat and lazy. They sit all day when they should be going out and actually interacting with people.,0.818181818,train
655,"Information privacy regulations often come late and thus don't take into account the actual technical possible remediation and users behavior, thus not properly addressing the issues while generating material constraints.",0.75,train
656,As human beings we all say and do things that are misinterpreted or that we simply didn't mean and thus we need protecting from ourselves through privacy laws.,0.7142857140000001,train
657,Social Media enables those who are less confident to better contribute to society,0.6,train
658,Autonomous cars will finally end our dependency on taxi drivers,0.3,train
659,More than 80% of US college and university faculty use social media; more than 50% use it for teaching; and 30% for communicating with students.,0.7777777779999999,train
660,"Although vegetables are cheaper, a lot of people don't know how to prepare filling and nutritious meals without meat, making vegetarianism unfeasible for many people.",0.571428571,train
661,"Baseball players using chewing tobacco influenced kids to use it, too; imagine the consequences of kids seeing their idols taking performance enhancing drugs.",0.4,train
662,"If we all depend of the banks, the system can collapse faster in a crisis",0.294117647,train
663,"Social media is information power which which can be abused if not used with judgement, and Cognitive capabilities can help qualify author, relevance to personal content to help build careers, communities and innovation.",0.454545455,train
664,Letting athletes to dope will allow us to examine what is the maximum human capacity o physical activity.,0.6,train
665,When people buy online they usually buy a lot of things that they do not really need and spend their money wastefully.,0.625,train
666,Social media is a reflection of the real world which brings good and bad. On the whole it brings the world closer together.,0.666666667,train
667,The larger adoption of the autonomous cars will enable the overall harmonization of the traffic and the reduction of incidents,0.636363636,train
668,"There must be a solid and clear legal framework defining boundaries, instead of easy to twist overarching principles. Information collection being part of our everyday life there is no reason why it should not be regulated.",0.6,train
669,"For a civilization to dwell in harmony, it should be understood and the its trends be studied. Data specific to individuals can help create an advanced society.",0.454545455,train
670,"Development, self esteem and growth experience should be acquired through socialisation groups such as family, friends peers etc. social media is dehumaised, anonomous and presents extremes in pornography & racism",0.5555555560000001,train
671,"Gambling is a situation of incomplete data and people can't know their winning percentage, therefore the decision to gamble is not informed",0.428571429,train
672,Violent games provide a way to release real-life stress without causing actual harms.,0.428571429,train
673,Mind is fascinated by information overload on social media and the need for real/actual social interaction gets lost which is unhealthy in the long run.,0.727272727,train
674,Social media gives a platform for people to gather together under a common cause that can lead to societal change.,0.666666667,train
675,"minors, even though are young, are not stupid, and therefore know how to tell the difference between the real world and their video game",0.31578947399999996,train
676,Banning gambling will lead to the economic turmoil in cities where gambling is now legal.,0.692307692,train
677,"A Netflix documentary, What The Health, went even so far as to claim that eating one egg was as bad as smoking five cigarettes a day.",0.222222222,train
678,maybe like online shopping reduces jobs and makes ppl homeless and poor so maybe thats why my friend likes it idk why he likes suffering,0.428571429,train
679,"The agility of social media is phenomenal, lot of bad practices happening in the society, offices and other places are exposed quickly thereby creating an impact on the miscreants",0.583333333,train
680,"The amount of energy consumed to ship products from one place to another, also to store, the storage place etc... the carbon footprint required to deliver a product from source to destination is huge",0.545454545,train
681,"It enables cheaper products by not needing to have physical store locations (which have rent), but only a warehouse.",0.222222222,train
682,"More demand for programmers allows them to turn down jobs more easily, requiring their companies to treat workers better.",0.5625,train
683,Self driving cars will save the wasted time spent driving .,0.333333333,train
684,The development of self driving cars will eventually provide for more secure transportation.,0.692307692,train
685,Social media when used responsibly can be a boon to one and all,0.9,train
686,gambling can destroy all your savingsand with that your private life,0.666666667,train
687,Social media sites help students do better at school: 59% of students with access to the Internet report using social media to discuss educational topics and 50% use the sites to talk about school assignments.,0.7692307690000001,train
688,Online shopping makes it easier for small artists and producers to break out by creating platforms like etsy.,0.8,train
689,Casinos are generally touristic sites drawing more tourists into the country who spend money that strengthen the economy and state funds,0.636363636,train
690,"As far as i know 90 % of the information on social media is useless for the remaining 10% of information, it is not a good thing to spend hour's scrolling the pages switching between apps.",0.5,train
691,"Social media defaults to guilty until proven innocent. Through social media ""social justice"" has taken the form of ""mob rule"". People cease to think for themselves.",0.6,train
692,"Cyber bullying - individuals who are bullied in school now don't have an escape from it, it invades their home life",0.625,train
693,"This would make sports fairer, since in the status quo, those who have the resources and ability to cheat and hide it have a huge advantage.",0.7,train
694,We should not adopt cryptocurrency because having several competing currencies would hinder people from paying their debts and obligations if they are held in a currency that loses popularity.,0.588235294,train
695,Online shoppers sometimes lose the power to negotiate the price and payment terms that may exist in local stores.,0.8,train
696,Fossil fuels are inherently bad for the world; not banning it is fundamentally hurting the planet and everything we hold dear.,0.772727273,train
697,Casinos often host dogfights and horse racing that promotes animal cruelty.,0.727272727,train
698,"Banning the sale to minors will discourage games with gratuitous violence from being developed, since the market incentive for them will erode. Instead, less violent versions of games will emerge to serve the youth market.",0.818181818,train
699,"When the world is perfect and mine is a mess, I get depressed. Or when my day is going well, and I read about war, I get depressed. Social media is not under my control.",0.666666667,train
700,"The more people use cryptocurrency, the less use banks, and the less money in the banks, the less it has an ability to give out loans which harms the economy.",0.6,train
701,"In many cases it destroys the communities around the casinos, making crime the only option for many people there",0.5555555560000001,train
702,"Many athletes need supplements in order to recover properly from training and injuries that naturally arise from sport, so legalizing doping would allow for the best treatments for athletes when they are injured.",0.9090909090000001,train
703,"Gambling is a personal choice. The industry should face appropriate regulations to protect participants however, it should not be banned.",0.5,train
704,"I drive two hours per day at times I am sleepy, autonomous cars may well save my life.",0.545454545,train
705,"young people often become addicted and obsessed with their video games, trying to become best at it, therefore they are by definition becoming more violent in their daily life",0.578947368,train
